Black Body Radiation Experiment Thu, Mar 21, 2024 12:04 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07174
0.00000	0.07126
0.00000	0.06900
0.00000	0.07335
0.00000	0.07287
0.00000	0.07222
0.00000	0.07045
-0.01015	0.07432
-0.01015	0.07609
-0.02030	0.07255
-0.02030	0.07480
-0.02030	0.07335
-0.01015	0.07689
-0.01015	0.07641
-0.01015	0.07077
-0.01015	0.07045
-0.01015	0.07287
0.00000	0.07351
0.00000	0.06916
0.01015	0.07158
0.04061	0.07351
0.07107	0.07576
0.08122	0.07351
0.19289	0.07029
0.23350	0.07448
0.25381	0.07303
0.33503	0.07287
0.47716	0.07319
0.55838	0.07094
0.87310	0.07448
1.14721	0.07512
1.25888	0.07689
1.47208	0.07383
1.55330	0.07528
1.57360	0.07576
1.73604	0.07351
1.96954	0.07480
2.08122	0.07464
2.37563	0.07528
2.58883	0.07512
2.65990	0.07287
2.99492	0.07544
3.19797	0.07351
3.27919	0.07786
3.45178	0.07818
3.59391	0.07432
3.78680	0.07641
4.32487	0.07351
4.64975	0.07963
4.81218	0.08027
5.19797	0.08188
5.46193	0.08011
5.72589	0.07914
6.25381	0.08590
6.51777	0.09540
6.61929	0.09524
7.11675	0.10844
7.39086	0.11954
7.53299	0.12260
7.95939	0.14948
8.18274	0.17363
8.43655	0.20485
8.87310	0.27519
9.12690	0.33233
9.38071	0.40235
9.91878	0.59453
10.14213	0.69674
10.33503	0.79299
10.58883	0.90937
10.71066	0.95878
10.81218	0.99323
11.07614	1.04425
11.27919	1.05858
11.48223	1.05037
11.78680	0.99950
11.93909	0.96216
12.03046	0.93351
12.25381	0.85191
12.41624	0.79203
12.50761	0.75597
12.76142	0.65119
12.93401	0.58214
13.03553	0.55333
13.35025	0.44710
13.56345	0.39124
13.67513	0.36501
14.03046	0.28372
14.25381	0.24702
14.38579	0.21998
14.72081	0.17298
14.93401	0.15544
15.06599	0.14095
15.37056	0.12083
15.56345	0.11134
15.66497	0.10602
16.00000	0.09347
16.18274	0.09106
16.32487	0.08864
16.64975	0.08510
16.86294	0.08172
16.97462	0.08091
17.27919	0.08317
17.50254	0.07753
17.63452	0.07914
17.94924	0.07721
18.17259	0.07641
18.30457	0.07625
18.76142	0.07432
18.99492	0.07480
19.12690	0.07512
19.46193	0.07013
19.64467	0.07576
19.78680	0.07383
20.14213	0.07255
20.32487	0.07383
20.44670	0.07641
20.75127	0.07142
20.98477	0.07528
21.07614	0.07287
21.42132	0.07222
21.64467	0.07448
21.76650	0.07383
22.08122	0.07528
22.29442	0.07094
22.41624	0.07512
22.69036	0.07657
22.87310	0.07335
22.95431	0.07367
23.20812	0.07190
23.41117	0.06916
23.75635	0.07303
23.95939	0.07367
24.21320	0.07255
24.33503	0.07528
24.54822	0.07448
24.67005	0.06884
24.85279	0.06836
24.98477	0.07576
25.05584	0.07383
25.27919	0.07126
25.43147	0.07448
25.52284	0.07415
25.72589	0.07126
25.85787	0.07560
25.92893	0.07319
26.11168	0.07576
26.22335	0.07480
26.27411	0.07222
26.46701	0.07415
26.58883	0.07560
26.65990	0.07094
26.89340	0.07367
27.05584	0.07110
27.15736	0.07496
27.45178	0.06916
27.61421	0.07255
27.68528	0.07351
27.89848	0.07367
28.05076	0.07367
28.12183	0.07464
28.37563	0.06933
28.53807	0.07303
28.61929	0.07255
28.83249	0.07753
28.95431	0.07013
29.02538	0.06997
29.20812	0.07383
29.32995	0.07029
29.40102	0.07174
29.56345	0.07238
29.66497	0.07496
29.72589	0.07432
29.86802	0.07335
29.93909	0.06949
29.98985	0.07335
30.19289	0.07464
