Black Body Radiation Experiment Thu, Mar 21, 2024 12:00 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07142
0.00000	0.07255
0.00000	0.07271
0.00000	0.07110
0.00000	0.06949
0.00000	0.06933
0.02030	0.06820
0.07107	0.06900
0.11168	0.07287
0.61929	0.06997
0.88325	0.06997
1.11675	0.07255
1.27919	0.07077
1.32995	0.06916
1.38071	0.06933
1.59391	0.07158
1.79695	0.07110
1.88832	0.06949
2.17259	0.06900
2.30457	0.06965
2.35533	0.07238
2.52792	0.07190
2.65990	0.06852
2.74112	0.06691
3.04569	0.06788
3.32995	0.07077
3.60406	0.07190
4.05076	0.07029
4.34518	0.06804
4.46701	0.06900
4.65990	0.07077
4.81218	0.06804
4.88325	0.07029
5.15736	0.07029
5.40102	0.07206
5.54315	0.07061
5.92893	0.07126
6.26396	0.07013
6.41624	0.06772
6.98477	0.07158
7.31980	0.07110
7.48223	0.07287
7.84772	0.07061
8.10152	0.07432
8.25381	0.07222
8.80203	0.07641
9.12690	0.08140
9.29949	0.08252
9.93909	0.09814
10.26396	0.11037
10.53807	0.13178
10.97462	0.18650
11.24873	0.21982
11.46193	0.25314
11.97970	0.33459
12.23350	0.37016
12.49746	0.39816
12.98477	0.42891
13.21827	0.42070
13.48223	0.40509
14.08122	0.33748
14.36548	0.29950
14.48731	0.27455
14.77157	0.21837
14.98477	0.18844
15.11675	0.17379
15.35025	0.15093
15.71574	0.12067
16.01015	0.11134
16.16244	0.10635
16.72081	0.09621
17.08629	0.08945
17.59391	0.08220
17.89848	0.07850
18.36548	0.07898
18.67005	0.07432
18.79188	0.07528
19.14721	0.07319
19.44162	0.07190
19.57360	0.07158
20.06091	0.07174
20.34518	0.07287
20.46701	0.06804
20.75127	0.07255
20.98477	0.06965
21.05584	0.07190
21.35025	0.07126
21.57360	0.06707
21.67513	0.07206
22.03046	0.07287
22.32487	0.07110
22.43655	0.06949
22.73096	0.07222
22.91371	0.06691
22.99492	0.07029
23.25888	0.07174
23.48223	0.06884
23.59391	0.06981
23.92893	0.06514
24.24365	0.06836
24.38579	0.07142
24.84264	0.07206
25.15736	0.06981
25.24873	0.06804
25.54315	0.07126
25.73604	0.07013
25.80711	0.06643
26.07107	0.06691
26.29442	0.06675
26.40609	0.06756
26.82234	0.06401
27.18782	0.07287
27.32995	0.06836
27.82741	0.07029
28.10152	0.06595
28.21320	0.06868
28.52792	0.06788
28.81218	0.07013
28.97462	0.06788
29.50254	0.06997
29.82741	0.06804
29.96954	0.06804
30.45685	0.07271
