Black Body Radiation Experiment Thu, Mar 21, 2024 12:01 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07158
0.00000	0.07094
0.00000	0.07190
0.00000	0.06916
0.00000	0.06772
0.00000	0.07383
0.00000	0.07222
0.00000	0.06675
0.00000	0.07255
0.02030	0.07367
0.03046	0.07287
0.03046	0.07415
0.03046	0.06868
0.03046	0.07158
0.12183	0.07367
0.39594	0.06965
0.72081	0.07255
0.89340	0.07383
1.54315	0.07126
1.91878	0.07609
2.32487	0.07464
2.70051	0.06965
3.08629	0.07126
3.61421	0.07448
4.05076	0.07094
4.25381	0.07222
4.82234	0.06707
5.23858	0.06949
5.76650	0.07206
6.15228	0.07142
6.89340	0.07528
7.35025	0.07319
7.92893	0.07367
8.24365	0.07947
8.59898	0.08188
8.76142	0.08977
9.03553	0.09122
9.61421	0.10779
9.89848	0.12083
10.11168	0.14465
10.55838	0.20711
10.71066	0.23544
10.86294	0.29579
10.94416	0.32251
11.17766	0.37305
11.35025	0.40412
11.50254	0.43760
11.78680	0.49973
11.92893	0.52709
12.11168	0.54657
12.48731	0.57554
12.73096	0.57747
12.91371	0.57039
13.34010	0.52146
13.49239	0.48621
13.57360	0.47462
13.79695	0.41571
13.97970	0.38207
14.09137	0.36259
14.41624	0.29418
14.67005	0.25894
15.08629	0.20662
15.40102	0.17781
15.89848	0.14095
16.20305	0.12840
16.63959	0.10924
16.93401	0.10393
17.11675	0.09556
17.60406	0.09170
17.94924	0.08510
18.15228	0.08317
18.70051	0.08075
19.07614	0.07753
19.27919	0.07770
19.84772	0.07673
20.26396	0.07383
20.75127	0.07496
21.12690	0.07464
21.28934	0.07383
21.86802	0.07271
22.24365	0.06949
22.40609	0.07287
22.98477	0.06884
23.38071	0.07061
23.52284	0.07061
24.06091	0.07013
24.34518	0.07013
24.48731	0.07045
25.01523	0.07303
25.41117	0.07287
25.59391	0.06868
26.02030	0.07399
26.26396	0.07110
26.41624	0.07222
26.92386	0.06868
27.22843	0.07335
27.35025	0.07496
27.66497	0.07013
27.88832	0.07142
28.02030	0.06949
28.44670	0.07013
28.77157	0.07206
28.93401	0.07158
29.37056	0.06981
29.64467	0.06788
29.78680	0.06868
30.10152	0.07335
