Black Body Radiation Experiment Thu, Mar 21, 2024 12:00 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.06965
0.00000	0.07238
0.00000	0.07190
0.00000	0.06884
0.00000	0.07061
0.00000	0.07013
0.00000	0.06868
0.00000	0.06916
0.00000	0.06933
0.00000	0.07142
0.00000	0.06772
0.00000	0.06836
0.00000	0.06353
0.00000	0.06804
0.00000	0.06723
0.00000	0.07013
0.00000	0.06691
0.01015	0.07077
0.03046	0.07045
0.03046	0.07110
0.03046	0.07029
0.04061	0.07061
0.10152	0.06981
0.20305	0.06916
0.25381	0.06820
0.47716	0.06772
0.65990	0.07399
0.94416	0.06997
1.15736	0.07158
1.46193	0.06900
1.96954	0.07061
2.33503	0.07045
2.53807	0.06772
3.02538	0.07077
3.34010	0.07045
3.51269	0.07126
4.02030	0.06933
4.39594	0.06804
4.62944	0.06900
5.03553	0.07415
5.26904	0.07142
5.39086	0.06916
5.88832	0.07045
6.18274	0.06369
6.32487	0.07238
6.78173	0.07045
7.07614	0.07319
7.25888	0.07061
7.77665	0.06820
8.06091	0.07206
8.21320	0.06836
8.52792	0.07174
8.75127	0.07399
8.88325	0.07464
9.22843	0.07255
9.44162	0.07303
9.64467	0.07432
9.88832	0.08236
10.00000	0.08220
10.09137	0.08896
10.45685	0.08945
10.64975	0.09234
10.82234	0.10136
11.20812	0.12486
11.42132	0.14272
11.65482	0.16043
12.14213	0.21950
12.39594	0.25716
12.79188	0.32766
13.03553	0.36694
13.27919	0.39623
13.85787	0.42343
14.04061	0.41812
14.18274	0.40557
14.65990	0.36501
14.94416	0.32960
15.07614	0.31157
15.45178	0.25459
15.72589	0.21982
15.88832	0.20019
16.46701	0.15640
16.85279	0.13468
17.05584	0.12824
17.61421	0.10506
17.97970	0.09460
18.18274	0.09492
18.79188	0.08397
19.14721	0.08220
19.60406	0.07367
19.90863	0.07158
20.07107	0.07061
20.50761	0.07110
20.83249	0.07560
20.97462	0.07029
21.47208	0.07190
21.81726	0.07094
22.27411	0.07174
22.56853	0.07174
22.70051	0.07013
23.10660	0.06868
23.41117	0.06772
23.53299	0.06884
23.86802	0.07206
24.10152	0.06691
24.19289	0.07013
24.49746	0.06788
24.73096	0.06611
24.85279	0.07271
25.30964	0.07238
25.69543	0.07061
25.84772	0.06627
26.40609	0.06820
26.81218	0.06804
26.97462	0.06868
27.56345	0.07142
27.95939	0.06852
28.17259	0.06965
28.86294	0.07045
29.37056	0.06916
29.64467	0.06723
30.45685	0.07126
