Black Body Radiation Experiment Thu, Mar 21, 2024 11:37 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.04373
0.00000	0.04615
0.00000	0.04663
0.00000	0.04438
0.00000	0.04583
0.00000	0.04277
0.00000	0.04534
0.00000	0.04132
0.00000	0.04454
0.00000	0.04373
0.00000	0.04486
0.00000	0.04727
0.00000	0.04389
0.00000	0.04599
0.00000	0.04389
0.00000	0.04100
0.00000	0.04277
0.00000	0.04341
0.00000	0.04357
0.00000	0.04228
0.00000	0.04132
0.00000	0.04470
0.00000	0.04615
0.00000	0.04357
0.00000	0.04711
0.00000	0.04824
0.00000	0.04051
0.00000	0.04695
0.00000	0.04760
0.00000	0.04615
0.00000	0.04711
0.00000	0.04422
0.00000	0.04695
0.00000	0.04808
0.00000	0.04309
0.00000	0.04228
0.00000	0.04583
0.00000	0.04245
0.00000	0.04599
0.00000	0.04438
0.00000	0.04261
0.00000	0.04470
0.00000	0.04470
0.00000	0.04389
0.00000	0.04261
0.00000	0.04373
0.00000	0.04357
0.00000	0.04792
0.00000	0.04389
0.00000	0.04373
0.00000	0.04389
0.00000	0.04711
0.00000	0.04502
0.00000	0.04454
0.00000	0.04406
0.00000	0.04180
0.00000	0.04647
0.00000	0.04663
0.00000	0.04905
0.00000	0.04502
0.00000	0.04583
0.00000	0.04389
0.00000	0.04470
0.00000	0.04406
0.00000	0.04615
0.00000	0.04583
0.00000	0.04727
0.00000	0.04647
0.00000	0.04438
0.00000	0.03987
0.00000	0.04277
0.00000	0.04631
0.00000	0.04840
0.00000	0.04438
0.00000	0.04422
0.00000	0.04486
0.00000	0.04744
0.00000	0.04454
0.00000	0.04084
0.01015	0.04454
0.01015	0.04679
0.01015	0.04679
0.01015	0.04695
0.01015	0.04760
0.01015	0.04599
0.01015	0.04744
0.01015	0.04824
0.01015	0.04502
0.01015	0.04277
0.01015	0.04228
0.01015	0.04309
0.01015	0.04357
0.02030	0.04663
0.02030	0.04325
0.04061	0.04309
0.05076	0.04695
0.06091	0.04051
0.10152	0.04808
0.12183	0.04711
0.16244	0.04647
0.19289	0.04888
0.21320	0.04180
0.35533	0.04921
0.44670	0.04245
0.47716	0.04325
0.57868	0.04856
0.65990	0.04888
0.71066	0.04422
0.98477	0.04647
1.16751	0.04760
1.26904	0.04003
1.53299	0.04534
1.74619	0.04454
1.82741	0.04116
2.11168	0.04389
2.23350	0.04840
2.30457	0.04711
2.48731	0.04422
2.67005	0.04663
2.75127	0.04663
3.02538	0.04100
3.18782	0.04695
3.29949	0.04438
3.72589	0.04325
4.05076	0.04647
4.19289	0.04277
4.51777	0.04534
4.76142	0.04583
4.86294	0.04341
5.21827	0.04711
5.37056	0.04695
5.43147	0.04647
5.59391	0.04486
5.72589	0.04406
5.79695	0.04100
6.16244	0.04438
6.40609	0.04293
6.54822	0.04534
6.97462	0.04647
7.34010	0.04888
7.52284	0.04695
8.05076	0.04196
8.44670	0.04937
8.67005	0.04534
9.57360	0.05146
9.97970	0.05677
10.18274	0.06321
10.91371	0.09266
11.16751	0.11343
11.36041	0.13371
11.68528	0.18361
11.79695	0.20695
11.97970	0.22932
12.52792	0.26908
12.84264	0.28292
13.14721	0.28662
13.77665	0.27068
14.15228	0.24316
14.34518	0.23173
14.92386	0.18232
15.34010	0.14948
15.50254	0.14047
16.15228	0.10860
16.61929	0.09202
16.83249	0.08413
17.49239	0.07206
17.90863	0.06337
18.12183	0.06289
18.79188	0.05854
19.18782	0.05500
19.46193	0.04969
20.18274	0.05307
20.59898	0.04985
20.84264	0.05162
21.30964	0.04744
21.68528	0.04824
21.86802	0.04406
22.41624	0.04872
22.80203	0.04808
22.99492	0.04518
23.62437	0.04615
24.06091	0.04518
24.26396	0.04824
24.86294	0.04824
25.32995	0.04744
25.57360	0.04470
26.25381	0.04550
26.73096	0.04406
26.92386	0.04341
27.58376	0.04438
28.01015	0.04454
28.19289	0.04438
28.71066	0.04969
29.03553	0.04888
29.17766	0.04502
29.65482	0.04615
29.92893	0.04647
30.05076	0.04599
