Black Body Radiation Experiment Thu, Mar 21, 2024 12:02 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07077
0.00000	0.07045
0.00000	0.07206
0.00000	0.07271
0.00000	0.06820
0.00000	0.07238
0.00000	0.06868
0.00000	0.07319
0.05076	0.06933
0.12183	0.07158
0.15228	0.06997
0.25381	0.07142
0.32487	0.06900
0.43655	0.07013
0.52792	0.07271
0.58883	0.07174
0.72081	0.07045
0.82234	0.07013
0.88325	0.06933
1.10660	0.07126
1.26904	0.07287
1.35025	0.07206
1.55330	0.06546
1.72589	0.07126
1.79695	0.06933
2.28426	0.07142
2.53807	0.07206
2.68020	0.07142
3.06599	0.06981
3.39086	0.07432
3.54315	0.06900
4.23350	0.06884
4.55838	0.07126
4.89340	0.06900
5.13706	0.07077
5.23858	0.06981
5.57360	0.07303
5.85787	0.06884
5.95939	0.07222
6.41624	0.07319
6.71066	0.07383
7.14721	0.07383
7.43147	0.07142
7.57360	0.07496
8.00000	0.07770
8.35533	0.08108
8.77157	0.07914
9.53299	0.08993
9.91878	0.09943
10.09137	0.11407
10.88325	0.16461
11.16751	0.20292
11.58376	0.28678
11.86802	0.35487
12.37563	0.47736
12.59898	0.53771
13.01523	0.62624
13.20812	0.65006
13.44162	0.65650
13.92893	0.62077
14.24365	0.58278
14.39594	0.55268
14.90355	0.45595
15.25888	0.38336
15.76650	0.28662
16.09137	0.23318
16.61929	0.17846
16.93401	0.15270
17.45178	0.12904
17.77665	0.11488
18.33503	0.10216
18.69036	0.09138
19.21827	0.08623
19.56345	0.07898
19.74619	0.07770
20.19289	0.07931
20.51777	0.07287
20.92386	0.07399
21.19797	0.07238
21.69543	0.07464
21.98985	0.07303
22.45685	0.07399
22.78173	0.07496
22.95431	0.06916
23.37056	0.07287
23.62437	0.07142
24.07107	0.07255
24.36548	0.07496
24.81218	0.06981
25.06599	0.07110
25.48223	0.07190
25.72589	0.07174
26.14213	0.07110
26.41624	0.07287
26.85279	0.07287
27.16751	0.07432
27.71574	0.07351
28.08122	0.06965
28.71066	0.07174
29.15736	0.06836
29.36041	0.07319
29.98985	0.07142
30.39594	0.07142
