Black Body Radiation Experiment Thu, Mar 21, 2024 12:05 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07609
0.00000	0.07560
0.00000	0.07319
0.00000	0.07480
0.00000	0.07335
0.00000	0.07303
0.00000	0.06965
0.00000	0.07271
0.00000	0.07560
0.02030	0.07222
0.03046	0.07786
0.02030	0.07770
0.02030	0.07753
0.02030	0.07593
0.02030	0.07673
0.03046	0.07689
0.04061	0.07383
0.05076	0.07335
0.12183	0.07560
0.24365	0.07882
0.41624	0.07705
0.50761	0.07415
0.58883	0.07496
0.67005	0.07770
0.90355	0.07399
1.13706	0.07834
1.48223	0.07625
1.66497	0.07496
1.97970	0.08027
2.22335	0.07914
2.61929	0.07802
2.76142	0.07609
2.85279	0.07641
3.15736	0.07657
3.35025	0.08011
3.70558	0.07947
3.91878	0.07947
4.28426	0.08027
4.51777	0.07786
4.78173	0.08156
4.92386	0.07834
5.30964	0.08269
5.53299	0.08156
5.62437	0.08124
5.83756	0.08558
6.11168	0.08430
6.28426	0.08478
6.50761	0.08703
6.59898	0.08719
6.62944	0.08848
6.72081	0.09299
6.85279	0.09508
7.01523	0.09476
7.25888	0.09959
7.37056	0.10055
7.89848	0.10731
8.18274	0.11069
8.41624	0.12228
8.73096	0.14465
8.86294	0.15254
8.94416	0.16397
9.23858	0.19407
9.47208	0.21886
9.94924	0.28533
10.13198	0.32702
10.27411	0.38030
10.47716	0.47188
10.59898	0.51615
10.70051	0.56878
10.96447	0.68403
11.10660	0.74905
11.32995	0.86687
11.38071	0.91693
11.44162	0.98695
11.57360	1.02687
12.05076	1.11443
12.34518	1.15419
12.74112	1.17495
12.96447	1.16159
13.16751	1.12634
13.61421	1.02751
13.90863	0.92611
14.35533	0.74068
14.60914	0.63703
14.74112	0.57989
15.16751	0.44452
15.42132	0.36839
15.78680	0.27584
15.98985	0.23511
16.34518	0.18602
16.59898	0.16300
16.98477	0.13500
17.25888	0.12357
17.62437	0.10828
17.86802	0.09910
18.30457	0.09524
18.60914	0.08961
19.11675	0.08607
19.38071	0.08607
19.85787	0.08027
20.15228	0.08172
20.34518	0.08091
20.73096	0.07432
21.02538	0.07931
21.44162	0.08172
21.68528	0.08059
21.82741	0.07931
22.24365	0.07641
22.49746	0.07914
22.90355	0.07576
23.19797	0.07737
23.30964	0.07947
23.73604	0.07593
24.00000	0.07593
24.16244	0.07271
24.54822	0.07593
24.83249	0.07480
24.95431	0.07898
25.34010	0.07609
25.61421	0.07995
25.76650	0.07287
26.20305	0.07850
26.48731	0.07786
26.62944	0.07464
27.04569	0.07576
27.29949	0.07609
27.43147	0.07802
27.82741	0.07432
28.09137	0.07480
28.25381	0.07753
28.65990	0.07802
28.96447	0.07383
29.53299	0.07737
29.90863	0.07657
30.45685	0.07238
