Black Body Radiation Experiment Thu, Mar 21, 2024 12:01 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07045
0.00000	0.06820
0.00000	0.07094
-0.01015	0.07432
-0.01015	0.06981
-0.01015	0.07271
0.00000	0.06916
0.01015	0.07206
0.01015	0.07255
0.02030	0.07142
0.02030	0.06884
0.03046	0.06820
0.11168	0.06643
0.30457	0.07174
0.49746	0.07255
0.64975	0.07094
0.89340	0.07303
1.05584	0.07190
1.13706	0.06949
1.30964	0.07013
1.46193	0.06965
1.54315	0.06949
1.84772	0.07222
2.12183	0.06997
2.29442	0.06997
2.70051	0.07077
2.89340	0.06852
3.02538	0.06756
3.40102	0.07029
3.61421	0.07480
3.72589	0.06997
4.29442	0.07351
4.67005	0.07222
4.83249	0.06933
5.21827	0.07077
5.50254	0.07255
5.62437	0.07061
6.09137	0.07206
6.41624	0.07303
6.52792	0.07625
6.98477	0.07319
7.34010	0.07335
7.73604	0.08140
8.30457	0.08478
8.65990	0.08896
8.96447	0.09959
9.43147	0.13017
9.68528	0.15254
9.98985	0.17862
10.68020	0.28968
10.92386	0.33716
11.20812	0.39350
11.73604	0.49715
11.97970	0.53160
12.25381	0.54496
12.73096	0.53176
13.04569	0.49941
13.35025	0.46045
13.84772	0.37627
14.15228	0.32493
14.33503	0.30046
14.84264	0.22707
15.14721	0.18554
15.28934	0.17443
15.70558	0.14047
15.94924	0.11987
16.13198	0.11777
16.62944	0.09943
16.99492	0.09266
17.18782	0.08864
17.76650	0.08671
18.12183	0.07593
18.67005	0.07689
18.98477	0.07947
19.49239	0.07174
19.86802	0.07158
20.55838	0.07609
20.86294	0.06900
21.29949	0.07222
21.59391	0.07367
21.97970	0.07238
22.28426	0.07303
22.71066	0.07335
22.98477	0.07029
23.12690	0.06723
23.56345	0.07351
23.87817	0.07448
24.44670	0.06836
24.79188	0.06900
25.25888	0.06788
25.56345	0.06949
25.97970	0.07061
26.28426	0.07399
26.72081	0.06739
27.02538	0.07206
27.52284	0.06997
27.84772	0.06820
28.03046	0.07094
28.44670	0.07222
28.69036	0.06756
28.83249	0.07222
29.20812	0.07045
29.47208	0.06772
29.64467	0.07190
30.12183	0.06933
