Black Body Radiation Experiment Thu, Mar 21, 2024 12:01 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07287
0.00000	0.06868
0.00000	0.07576
0.00000	0.06949
0.00000	0.07383
0.00000	0.07303
0.00000	0.07206
0.00000	0.07367
0.00000	0.07013
0.00000	0.07496
0.01015	0.06900
0.01015	0.07593
0.02030	0.07061
0.02030	0.07142
0.02030	0.07142
0.02030	0.06916
0.02030	0.07415
0.02030	0.07593
0.03046	0.07496
0.03046	0.06836
0.03046	0.07061
0.03046	0.07255
0.06091	0.07319
0.12183	0.07415
0.18274	0.06836
0.21320	0.07399
0.30457	0.06981
0.37563	0.07415
0.41624	0.07383
0.68020	0.07480
0.87310	0.07351
1.31980	0.07222
1.63452	0.07351
1.77665	0.07158
2.08122	0.06916
2.34518	0.07287
2.52792	0.07222
2.97462	0.07303
3.37056	0.07319
3.97970	0.07094
4.37563	0.07399
4.54822	0.07255
4.86294	0.07528
5.12690	0.07560
5.23858	0.07142
5.64467	0.07255
5.92893	0.07158
6.06091	0.07158
6.41624	0.07399
6.59898	0.07142
6.99492	0.07705
7.27919	0.07689
7.44162	0.07657
8.12183	0.07770
8.44670	0.08140
8.60914	0.08285
9.10660	0.08864
9.34010	0.09637
9.52284	0.10232
10.02030	0.12470
10.30457	0.14111
10.60914	0.17910
10.71066	0.20051
10.76142	0.22336
10.83249	0.25845
10.91371	0.27165
10.99492	0.29612
11.21827	0.33925
11.38071	0.36855
11.54315	0.39929
11.94924	0.49667
12.13198	0.54882
12.32487	0.60709
12.75127	0.67533
13.04569	0.70817
13.30964	0.71348
13.82741	0.68177
14.08122	0.63171
14.18274	0.60934
14.47716	0.51663
14.69036	0.45885
14.78173	0.42971
15.09645	0.33780
15.36041	0.29435
15.86802	0.22771
16.20305	0.19004
16.65990	0.14868
16.91371	0.13355
17.40102	0.10957
17.81726	0.10136
18.03046	0.10007
18.58883	0.08880
18.92386	0.08446
19.51269	0.08430
19.92893	0.07802
20.17259	0.07673
20.60914	0.07689
20.86294	0.07142
21.28934	0.07721
21.54315	0.07609
21.69543	0.07512
22.06091	0.07544
22.29442	0.07464
22.61929	0.07271
22.87310	0.07432
23.00508	0.07029
23.34010	0.07126
23.55330	0.07335
23.63452	0.07142
23.93909	0.06852
24.17259	0.07174
24.28426	0.07126
24.68020	0.07061
24.91371	0.07399
25.24873	0.07255
25.47208	0.07190
25.85787	0.06997
26.17259	0.07190
26.31472	0.07190
26.63959	0.07383
26.83249	0.07287
27.22843	0.07142
27.51269	0.06900
27.91878	0.07094
28.21320	0.07061
28.34518	0.07126
28.70051	0.06772
28.90355	0.06916
29.00508	0.07255
29.27919	0.07077
29.49239	0.07190
29.83756	0.07142
30.10152	0.07335
