Black Body Radiation Experiment Thu, Mar 21, 2024 12:03 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07496
0.00000	0.07351
0.00000	0.06997
0.00000	0.07206
0.00000	0.07271
0.00000	0.07126
0.00000	0.07303
0.00000	0.07351
0.00000	0.07367
0.00000	0.07367
0.00000	0.07287
0.00000	0.07061
0.00000	0.07383
0.00000	0.07383
0.00000	0.07528
0.00000	0.07271
0.00000	0.07045
0.00000	0.07560
0.01015	0.07045
0.03046	0.06933
0.03046	0.07335
0.03046	0.07029
0.03046	0.07432
0.03046	0.07335
0.06091	0.07480
0.12183	0.07593
0.18274	0.07174
0.25381	0.07142
0.71066	0.07399
1.03553	0.07174
1.15736	0.07593
1.50254	0.06868
1.75635	0.07287
1.85787	0.07238
2.53807	0.07158
2.99492	0.07303
3.21827	0.07303
3.69543	0.07415
3.92893	0.07593
4.07107	0.07753
4.53807	0.07190
4.80203	0.07383
5.04569	0.07528
5.41117	0.07448
5.65482	0.07158
5.75635	0.07721
6.12183	0.07705
6.47716	0.07351
6.63959	0.07770
7.22843	0.08252
7.61421	0.07995
8.00000	0.08124
8.69036	0.09041
9.03553	0.09991
9.22843	0.10458
9.98985	0.14272
10.46701	0.18232
10.90355	0.24509
11.40102	0.37322
11.69543	0.46834
11.97970	0.56476
12.52792	0.72185
12.77157	0.77835
13.04569	0.80845
13.62437	0.79589
13.96954	0.74165
14.29442	0.67533
14.85279	0.53643
15.22843	0.44661
15.43147	0.39736
15.97970	0.29258
16.42640	0.23865
16.65990	0.21242
17.36041	0.16461
17.79695	0.14079
18.07107	0.13178
18.93401	0.11504
19.49239	0.10136
19.78680	0.09605
20.55838	0.08751
20.95431	0.08928
21.12690	0.08059
21.70558	0.08124
22.07107	0.08075
22.23350	0.07625
22.67005	0.07544
22.94416	0.07496
23.07614	0.07464
23.39086	0.07415
23.58376	0.07593
23.68528	0.07689
23.96954	0.07737
24.17259	0.07238
24.26396	0.07496
24.60914	0.07625
24.90355	0.07432
25.07614	0.07399
25.52284	0.07174
25.82741	0.07271
25.94924	0.07576
26.40609	0.07496
26.81218	0.06933
27.02538	0.07255
27.74619	0.07399
28.26396	0.07448
28.49746	0.07464
29.22843	0.07544
29.66497	0.07512
29.88832	0.07367
30.55838	0.07222
