Black Body Radiation Experiment Thu, Mar 21, 2024 11:42 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.04744
0.00000	0.04599
0.00000	0.05065
0.00000	0.04679
0.00000	0.04615
0.00000	0.05082
0.00000	0.04985
0.00000	0.05017
0.01015	0.04888
0.01015	0.04840
0.02030	0.04856
0.02030	0.04470
0.02030	0.04792
0.02030	0.05178
0.02030	0.04808
0.04061	0.05033
0.08122	0.05371
0.22335	0.04792
0.36548	0.04888
0.50761	0.04921
0.77157	0.04953
0.97462	0.05001
1.06599	0.05275
1.46193	0.04792
1.73604	0.04824
1.84772	0.05194
2.33503	0.05033
2.65990	0.05049
2.80203	0.04840
3.13706	0.04824
3.37056	0.04615
3.49239	0.05049
3.92893	0.05162
4.24365	0.05065
4.40609	0.04727
4.80203	0.05307
5.12690	0.05033
5.23858	0.04840
5.71574	0.04486
6.06091	0.04679
6.22335	0.04969
6.85279	0.05033
7.24873	0.05307
7.44162	0.05001
7.97970	0.05275
8.32487	0.05098
8.54822	0.05645
9.06599	0.05967
9.34010	0.06176
9.62437	0.06530
10.25381	0.08687
10.55838	0.10168
10.89340	0.13081
11.42132	0.19809
11.72589	0.25153
12.00000	0.31205
12.43655	0.41732
12.69036	0.46351
12.89340	0.50150
13.55330	0.53675
13.85787	0.52178
14.21320	0.49699
14.86294	0.38432
15.14721	0.32927
15.32995	0.30207
15.71574	0.22288
15.91878	0.19246
16.02030	0.17524
16.30457	0.13290
16.52792	0.11166
16.63959	0.10747
17.03553	0.08542
17.28934	0.08027
17.41117	0.07335
17.80711	0.07061
18.08122	0.06578
18.21320	0.06240
18.63959	0.05371
18.94416	0.05500
19.12690	0.05468
19.75635	0.05420
20.15228	0.05403
20.37563	0.05162
20.84264	0.05371
21.16751	0.04760
21.32995	0.05226
21.77665	0.05339
22.08122	0.04888
22.20305	0.04824
22.56853	0.05162
22.85279	0.05371
22.96447	0.04711
23.36041	0.05243
23.60406	0.05436
23.73604	0.04792
24.11168	0.04921
24.36548	0.05049
24.47716	0.05001
24.84264	0.04711
25.09645	0.04808
25.22843	0.04872
25.65482	0.04776
25.97970	0.04518
26.13198	0.05033
26.64975	0.05098
27.04569	0.05065
27.19797	0.04888
27.75635	0.05082
28.10152	0.04583
28.31472	0.04727
28.88325	0.04985
29.27919	0.05130
29.46193	0.04406
30.01015	0.04663
