Black Body Radiation Experiment Thu, Mar 21, 2024 11:47 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.05597
0.00000	0.05629
0.00000	0.05275
0.00000	0.05291
0.00000	0.05403
0.00000	0.05741
0.00000	0.05065
0.00000	0.05548
0.00000	0.05854
0.00000	0.05693
0.00000	0.05194
0.00000	0.05629
0.00000	0.05420
0.00000	0.05371
0.00000	0.05645
0.00000	0.05355
0.02030	0.05677
0.05076	0.05436
0.17259	0.05693
0.27411	0.05291
0.28426	0.05452
0.32487	0.05243
0.39594	0.05806
0.43655	0.05709
0.57868	0.05532
0.70051	0.05870
0.76142	0.05194
1.11675	0.05629
1.39086	0.05548
1.51269	0.05758
1.78680	0.05323
1.97970	0.05564
2.07107	0.05709
2.34518	0.05484
2.57868	0.05532
2.67005	0.05468
2.99492	0.05275
3.23858	0.05741
3.36041	0.05355
3.87817	0.05661
4.32487	0.05420
4.52792	0.05210
4.96447	0.05822
5.20812	0.05291
5.31980	0.05822
5.67513	0.05838
5.86802	0.05564
5.94924	0.05693
6.11168	0.05902
6.22335	0.05774
6.28426	0.06063
6.63959	0.05838
6.82234	0.06080
7.14721	0.05774
7.32995	0.06337
7.51269	0.06257
7.97970	0.06128
8.26396	0.06337
8.41624	0.06933
8.81218	0.07448
9.14721	0.08446
9.53299	0.09106
10.30457	0.13693
10.63959	0.18007
10.92386	0.23560
11.41117	0.33249
11.65482	0.40364
11.86802	0.47011
12.24365	0.58552
12.50761	0.63429
12.74112	0.66117
13.15736	0.67839
13.37056	0.66793
13.58376	0.63880
13.96954	0.57248
14.22335	0.50987
14.32487	0.47993
14.62944	0.38738
14.82234	0.33378
14.95431	0.30593
15.30964	0.24268
15.54315	0.20131
15.66497	0.18345
16.03046	0.14321
16.31472	0.12228
16.46701	0.10940
16.92386	0.09234
17.24873	0.07931
17.43147	0.07882
17.93909	0.07029
18.25381	0.06739
18.45685	0.06578
18.98477	0.06063
19.34010	0.06112
19.56345	0.06080
20.15228	0.05919
20.55838	0.05999
20.80203	0.05854
21.35025	0.05886
21.73604	0.05886
21.93909	0.05661
22.51777	0.05725
22.86294	0.05854
23.02538	0.05130
23.45178	0.05822
23.78680	0.05500
23.90863	0.05806
24.29442	0.05468
24.57868	0.05098
24.69036	0.05355
25.07614	0.05420
25.34010	0.05484
25.46193	0.05420
25.78680	0.05709
26.00000	0.05387
26.10152	0.05725
26.42640	0.05741
26.71066	0.05758
26.82234	0.05291
27.17766	0.05114
27.41117	0.05323
27.53299	0.05709
27.87817	0.05484
28.18274	0.05629
28.29442	0.05564
28.68020	0.05452
28.94416	0.05500
29.35025	0.05210
29.63452	0.05371
30.07107	0.05693
