Black Body Radiation Experiment Thu, Mar 21, 2024 11:50 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.06240
0.00000	0.05661
0.00000	0.05951
0.00000	0.05822
0.00000	0.05838
-0.01015	0.05967
-0.04061	0.05597
-0.04061	0.05838
-0.04061	0.05661
0.02030	0.05870
0.08122	0.05758
0.18274	0.05774
0.29442	0.05806
0.59898	0.06080
0.82234	0.05774
0.93401	0.06160
1.32995	0.05854
1.73604	0.05999
2.01015	0.06015
2.68020	0.05935
2.99492	0.06015
3.14721	0.05806
3.58376	0.06047
4.02030	0.05500
4.24365	0.06128
5.08629	0.06482
5.55330	0.06112
5.78680	0.05854
7.00508	0.06031
7.59391	0.06418
7.83756	0.06498
8.54822	0.07673
8.90355	0.08204
9.13706	0.08607
9.78680	0.11166
10.07107	0.14127
10.26396	0.17508
10.62944	0.23238
10.84264	0.27374
11.01523	0.32284
11.40102	0.44484
11.62437	0.52162
11.89848	0.59180
12.38579	0.73505
12.65990	0.79026
12.95431	0.82615
13.51269	0.82567
13.84772	0.77915
14.11168	0.71638
14.53807	0.59035
14.83249	0.50407
14.99492	0.45820
15.50254	0.34231
15.86802	0.28034
16.02030	0.25185
16.49746	0.18666
16.84264	0.15721
17.03553	0.14015
17.57360	0.10924
17.92893	0.10055
18.13198	0.09106
18.74112	0.08172
19.11675	0.07753
19.34010	0.07786
19.97970	0.07061
20.45685	0.06482
20.72081	0.06562
21.24873	0.06659
21.62437	0.06305
21.75635	0.05983
22.27411	0.06289
22.67005	0.06096
22.83249	0.06144
23.32995	0.05806
23.65482	0.06466
23.78680	0.06096
24.22335	0.05983
24.50761	0.06337
24.65990	0.06257
25.04569	0.05951
25.34010	0.06031
25.93909	0.06176
26.41624	0.06257
26.62944	0.06031
27.21827	0.05919
27.61421	0.06096
27.80711	0.06031
28.40609	0.05935
28.82234	0.05967
29.02538	0.06096
29.58376	0.05725
29.94924	0.06128
30.45685	0.05693
