Black Body Radiation Experiment Thu, Mar 21, 2024 11:52 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.06257
0.00000	0.05919
0.00000	0.06273
0.00000	0.06015
0.00000	0.06192
0.00000	0.06031
0.00000	0.06080
0.00000	0.06096
0.00000	0.06369
0.00000	0.05919
0.00000	0.05902
0.00000	0.06096
0.00000	0.06273
0.00000	0.05854
0.00000	0.05822
0.00000	0.06418
0.00000	0.06128
0.00000	0.06240
0.00000	0.06080
0.00000	0.06418
0.00000	0.05935
0.00000	0.05935
0.00000	0.06080
0.00000	0.06257
0.00000	0.06047
0.00000	0.05983
0.00000	0.06466
0.00000	0.06128
0.00000	0.05902
0.00000	0.06514
0.00000	0.06224
0.00000	0.06160
0.00000	0.06192
0.00000	0.06257
0.00000	0.06096
0.00000	0.05919
0.00000	0.06321
0.00000	0.06015
0.00000	0.05886
0.00000	0.06176
0.00000	0.06096
0.00000	0.06031
0.00000	0.06353
0.00000	0.06369
0.00000	0.06047
0.00000	0.06385
0.00000	0.06305
0.00000	0.06047
0.00000	0.06080
0.00000	0.05951
0.00000	0.06273
0.00000	0.06224
0.00000	0.05790
0.00000	0.05902
0.00000	0.06144
0.00000	0.05854
0.00000	0.06289
0.00000	0.05613
0.00000	0.06096
0.00000	0.06144
0.00000	0.05709
0.00000	0.05967
0.00000	0.06112
0.00000	0.05935
0.00000	0.06176
0.00000	0.06096
0.00000	0.05967
0.00000	0.06434
0.00000	0.06337
0.00000	0.06063
0.00000	0.06176
0.00000	0.06031
0.00000	0.05967
0.00000	0.06305
0.00000	0.06063
0.00000	0.06192
0.00000	0.06240
0.00000	0.06112
0.00000	0.06289
0.00000	0.06112
0.00000	0.06112
0.00000	0.06192
0.00000	0.06401
0.00000	0.06337
0.00000	0.06144
0.00000	0.06112
0.00000	0.06224
0.00000	0.06385
0.00000	0.06128
0.00000	0.06273
0.00000	0.06289
0.00000	0.06562
0.00000	0.06240
0.00000	0.06224
0.00000	0.06176
0.00000	0.06305
0.00000	0.06096
0.00000	0.06224
0.00000	0.06418
0.00000	0.06176
0.00000	0.06369
0.00000	0.06144
0.00000	0.05886
0.00000	0.06337
0.00000	0.06353
0.00000	0.06096
0.00000	0.06401
0.00000	0.05661
0.00000	0.05983
0.00000	0.06337
0.00000	0.06112
0.00000	0.06257
0.00000	0.06224
0.00000	0.06321
0.00000	0.06257
0.00000	0.06128
0.00000	0.06273
0.00000	0.05661
0.00000	0.06289
0.00000	0.06176
0.00000	0.06385
0.00000	0.06321
0.00000	0.06080
0.00000	0.06192
0.00000	0.06096
0.00000	0.05758
0.00000	0.05870
0.00000	0.06128
0.00000	0.06369
0.00000	0.06176
0.00000	0.06385
0.00000	0.06015
0.00000	0.06305
0.00000	0.06063
0.00000	0.06047
0.00000	0.06144
0.00000	0.06144
0.00000	0.06369
0.00000	0.06337
0.00000	0.06450
0.00000	0.06144
0.00000	0.06369
0.00000	0.06514
0.00000	0.06128
0.00000	0.06562
0.00000	0.05967
0.00000	0.06144
0.00000	0.06401
0.00000	0.06208
0.00000	0.06047
0.00000	0.06192
0.00000	0.05854
0.00000	0.06273
0.00000	0.06080
0.00000	0.06144
0.01015	0.06128
0.02030	0.06418
0.03046	0.06369
0.04061	0.06080
0.25381	0.06353
0.48731	0.06208
0.56853	0.06418
0.91371	0.06385
1.18782	0.06353
1.29949	0.05886
1.71574	0.06208
1.97970	0.06063
2.09137	0.06418
2.41624	0.05709
2.63959	0.06240
3.10660	0.06063
3.45178	0.06353
4.04061	0.06305
4.45685	0.06257
4.82234	0.06112
5.11675	0.06273
5.59391	0.06450
5.91878	0.06160
6.34518	0.06192
6.51777	0.06820
6.74112	0.06756
6.93401	0.06884
7.34010	0.06611
7.66497	0.07399
8.17259	0.07737
8.43655	0.07866
8.89340	0.08655
9.16751	0.09218
9.78680	0.11391
10.12183	0.13017
10.78173	0.19648
11.07614	0.24042
11.30964	0.29386
11.62437	0.37434
11.87817	0.46142
12.40609	0.67083
12.67005	0.77062
12.97462	0.86124
13.63452	0.97214
13.95939	0.97182
14.24365	0.93609
14.75127	0.78688
15.02538	0.68628
15.15736	0.63574
15.56345	0.49490
15.83756	0.40863
15.95939	0.36597
16.31472	0.27503
16.55838	0.21499
16.69036	0.19841
17.14721	0.15029
17.50254	0.12872
17.70558	0.12357
18.27411	0.09910
18.71066	0.09057
18.90355	0.08751
19.61421	0.07802
20.11168	0.07802
20.40609	0.07287
21.00508	0.07061
21.47208	0.06949
21.68528	0.06788
22.43655	0.06466
22.96447	0.06321
23.18782	0.06369
23.85787	0.06080
24.34518	0.06627
24.56853	0.06353
25.24873	0.06208
25.78680	0.06514
25.97970	0.06675
26.67005	0.06337
27.20812	0.06208
27.40102	0.06385
28.13198	0.06257
28.63959	0.06289
28.84264	0.06482
29.56345	0.06047
30.06091	0.06530
