Black Body Radiation Experiment Thu, Mar 21, 2024 12:04 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07593
0.00000	0.07689
0.00000	0.07158
0.00000	0.07544
0.00000	0.07544
0.00000	0.07255
0.00000	0.07255
0.00000	0.07480
0.00000	0.07593
0.00000	0.07609
0.00000	0.07206
0.00000	0.07415
0.00000	0.07802
0.00000	0.07464
0.00000	0.07383
0.00000	0.07222
0.00000	0.07496
0.00000	0.07399
0.00000	0.07287
0.00000	0.07222
0.00000	0.07576
0.00000	0.07512
0.00000	0.07576
0.00000	0.07625
0.00000	0.07448
0.00000	0.07094
0.00000	0.07415
0.00000	0.06981
0.00000	0.07383
0.00000	0.07432
0.00000	0.06965
0.00000	0.07319
0.00000	0.07303
0.00000	0.07432
0.00000	0.07415
0.00000	0.07142
0.00000	0.07029
0.00000	0.07110
0.00000	0.07399
0.00000	0.07705
0.00000	0.07560
0.00000	0.06916
0.00000	0.07657
0.00000	0.07673
0.00000	0.07576
0.00000	0.07593
0.00000	0.07222
0.00000	0.07432
0.00000	0.07432
0.00000	0.07319
0.00000	0.07528
0.00000	0.07512
0.00000	0.07512
0.00000	0.07673
0.00000	0.07303
0.00000	0.07367
0.00000	0.07174
0.00000	0.07480
0.00000	0.07641
0.00000	0.07802
0.00000	0.07576
0.00000	0.07432
0.00000	0.07528
0.00000	0.07335
0.00000	0.07351
0.00000	0.07271
0.00000	0.07206
0.00000	0.07560
0.00000	0.07496
0.00000	0.07496
0.00000	0.07576
0.00000	0.07319
0.00000	0.07126
0.00000	0.07222
0.00000	0.07271
0.00000	0.07126
0.00000	0.07512
0.00000	0.07303
0.00000	0.07238
0.00000	0.07174
0.00000	0.07512
0.00000	0.07786
0.00000	0.07657
0.00000	0.07351
0.00000	0.07753
0.00000	0.07464
0.00000	0.07480
0.00000	0.07142
0.00000	0.07367
0.00000	0.07464
0.00000	0.07303
0.00000	0.07271
0.00000	0.07319
0.00000	0.07464
0.00000	0.06981
0.00000	0.06868
0.01015	0.07238
0.02030	0.07110
0.03046	0.07190
0.03046	0.07415
0.03046	0.07609
0.03046	0.07705
0.03046	0.07544
0.04061	0.07415
0.05076	0.07415
0.06091	0.07432
0.06091	0.07657
0.05076	0.07641
0.05076	0.07061
0.06091	0.07528
0.06091	0.07528
0.06091	0.07094
0.06091	0.07255
0.06091	0.07110
0.07107	0.07753
0.07107	0.07110
0.07107	0.07335
0.11168	0.07657
0.23350	0.07432
0.37563	0.07399
0.45685	0.07383
0.88325	0.07238
1.16751	0.07158
1.27919	0.07560
1.79695	0.07834
2.17259	0.07319
2.31472	0.06900
2.96447	0.07255
3.29949	0.07415
3.44162	0.07496
3.93909	0.07721
4.29442	0.07931
4.43655	0.07673
4.72081	0.07576
4.87310	0.07850
4.95431	0.07818
5.18782	0.08075
5.37056	0.07737
5.47208	0.07947
5.82741	0.07834
6.00000	0.08301
6.10152	0.08317
6.55838	0.08912
6.90355	0.08558
7.09645	0.08896
7.95939	0.09991
8.41624	0.11230
8.70051	0.12453
9.74619	0.22127
10.19289	0.31672
10.59898	0.44404
11.19797	0.67775
11.56345	0.80973
11.87817	0.89778
12.44670	0.95878
12.73096	0.93271
13.01523	0.88152
13.62437	0.71300
13.97970	0.60306
14.16244	0.56170
14.77157	0.41458
15.19797	0.33104
15.44162	0.30062
16.10152	0.21982
16.56853	0.18409
16.81218	0.16880
17.52284	0.13484
18.09137	0.11874
18.39594	0.11697
19.31980	0.10120
20.07107	0.09250
20.44670	0.08896
21.23858	0.08719
21.88832	0.08349
22.12183	0.08172
22.94416	0.07641
23.48223	0.07947
23.75635	0.07705
24.44670	0.07834
24.99492	0.07866
25.22843	0.07641
25.90863	0.07850
26.43655	0.07737
26.63959	0.07786
27.42132	0.07689
28.01015	0.07689
28.30457	0.07480
29.31980	0.07206
30.04061	0.07576
