x-axis,1,2
second,Volt,Volt
-25.00000E-03,+1.67255321E+00,+7.10937611E+00
-24.97500E-03,+1.37104567E+00,+7.18977812E+00
-24.95000E-03,+1.27054316E+00,+7.18977812E+00
-24.92500E-03,+1.27054316E+00,+7.18977812E+00
-24.90000E-03,+1.27054316E+00,+7.02897410E+00
-24.87500E-03,+1.17004064E+00,+7.12947661E+00
-24.85000E-03,+868.53310E-03,+7.10937611E+00
-24.82500E-03,+868.53310E-03,+7.10937611E+00
-24.80000E-03,+466.52305E-03,+7.10937611E+00
-24.77500E-03,+466.52305E-03,+7.06917511E+00
-24.75000E-03,+466.52305E-03,+7.10937611E+00
-24.72500E-03,+466.52305E-03,+7.08927561E+00
-24.70000E-03,+466.52305E-03,+7.10937611E+00
-24.67500E-03,-35.98952E-03,+7.06917511E+00
-24.65000E-03,-136.49203E-03,+7.06917511E+00
-24.62500E-03,-35.98952E-03,+7.06917511E+00
-24.60000E-03,-337.49706E-03,+7.02897410E+00
-24.57500E-03,-437.99957E-03,+7.06917511E+00
-24.55000E-03,-337.49706E-03,+7.06917511E+00
-24.52500E-03,-739.50711E-03,+7.00887360E+00
-24.50000E-03,-739.50711E-03,+7.02897410E+00
-24.47500E-03,-840.00962E-03,+7.06917511E+00
-24.45000E-03,-739.50711E-03,+6.90837109E+00
-24.42500E-03,-840.00962E-03,+6.94857209E+00
-24.40000E-03,-1.14151716E+00,+6.94857209E+00
-24.37500E-03,-1.04101465E+00,+6.86817008E+00
-24.35000E-03,-1.14151716E+00,+6.90837109E+00
-24.32500E-03,-1.14151716E+00,+6.98877310E+00
-24.30000E-03,-1.54352722E+00,+6.94857209E+00
-24.27500E-03,-1.54352722E+00,+6.94857209E+00
-24.25000E-03,-1.34252219E+00,+6.86817008E+00
-24.22500E-03,-1.54352722E+00,+6.84806958E+00
-24.20000E-03,-1.94553727E+00,+6.86817008E+00
-24.17500E-03,-1.94553727E+00,+6.78776807E+00
-24.15000E-03,-1.74453224E+00,+6.78776807E+00
-24.12500E-03,-1.94553727E+00,+6.80786858E+00
-24.10000E-03,-1.94553727E+00,+6.70736606E+00
-24.07500E-03,-1.94553727E+00,+6.78776807E+00
-24.05000E-03,-2.34754732E+00,+6.86817008E+00
-24.02500E-03,-2.34754732E+00,+6.86817008E+00
-24.00000E-03,-2.74955738E+00,+6.78776807E+00
-23.97500E-03,-2.64905486E+00,+6.74756707E+00
-23.95000E-03,-2.74955738E+00,+6.74756707E+00
-23.92500E-03,-2.85005989E+00,+6.70736606E+00
