x-axis,1,2
second,Volt,Volt
-50.00000E-03,-388.49246E-03,+4.41193480E+00
-49.95000E-03,-363.36684E-03,+4.41193480E+00
-49.90000E-03,-378.44221E-03,+4.39183429E+00
-49.85000E-03,-418.64322E-03,+4.41193480E+00
-49.80000E-03,-368.39196E-03,+4.37173379E+00
-49.75000E-03,-373.41709E-03,+4.37173379E+00
-49.70000E-03,-378.44221E-03,+4.35163329E+00
-49.65000E-03,-378.44221E-03,+4.36168354E+00
-49.60000E-03,-428.69347E-03,+4.33153279E+00
-49.55000E-03,-363.36684E-03,+4.33153279E+00
-49.50000E-03,-318.14071E-03,+4.33153279E+00
-49.45000E-03,-373.41709E-03,+4.33153279E+00
-49.40000E-03,-408.59297E-03,+4.29133178E+00
-49.35000E-03,-353.31658E-03,+4.29133178E+00
-49.30000E-03,-378.44221E-03,+4.33153279E+00
-49.25000E-03,-398.54271E-03,+4.29133178E+00
-49.20000E-03,-388.49246E-03,+4.25113078E+00
-49.15000E-03,-333.21608E-03,+4.26118103E+00
-49.10000E-03,-318.14071E-03,+4.25113078E+00
-49.05000E-03,-333.21608E-03,+4.24108053E+00
-49.00000E-03,-348.29146E-03,+4.25113078E+00
-48.95000E-03,-353.31658E-03,+4.21092977E+00
-48.90000E-03,-358.34171E-03,+4.23103028E+00
-48.85000E-03,-323.16583E-03,+4.21092977E+00
-48.80000E-03,-388.49246E-03,+4.17072877E+00
-48.75000E-03,-313.11558E-03,+4.21092977E+00
-48.70000E-03,-348.29146E-03,+4.17072877E+00
-48.65000E-03,-308.09045E-03,+4.17072877E+00
-48.60000E-03,-308.09045E-03,+4.17072877E+00
-48.55000E-03,-333.21608E-03,+4.17072877E+00
-48.50000E-03,-338.24121E-03,+4.15062827E+00
-48.45000E-03,-338.24121E-03,+4.14057802E+00
-48.40000E-03,-348.29146E-03,+4.13052776E+00
-48.35000E-03,-333.21608E-03,+4.13052776E+00
-48.30000E-03,-378.44221E-03,+4.07022626E+00
-48.25000E-03,-368.39196E-03,+4.06017601E+00
-48.20000E-03,-328.19096E-03,+4.09032676E+00
-48.15000E-03,-333.21608E-03,+4.06017601E+00
-48.10000E-03,-318.14071E-03,+4.07022626E+00
-48.05000E-03,-298.04020E-03,+4.06017601E+00
-48.00000E-03,-348.29146E-03,+4.00992475E+00
-47.95000E-03,-323.16583E-03,+4.00992475E+00
-47.90000E-03,-308.09045E-03,+4.00992475E+00
-47.85000E-03,-363.36684E-03,+4.05012576E+00
-47.80000E-03,-328.19096E-03,+4.00992475E+00
