x-axis,2
second,Volt
-24.60000E-03,+16.05645763E+00
-24.57500E-03,+16.07090486E+00
-24.55000E-03,+16.07090486E+00
-24.52500E-03,+16.06022647E+00
-24.50000E-03,+16.07090486E+00
-24.47500E-03,+16.07153300E+00
-24.45000E-03,+16.08409582E+00
-24.42500E-03,+16.08974908E+00
-24.40000E-03,+16.09100537E+00
-24.37500E-03,+16.11047773E+00
-24.35000E-03,+16.11110587E+00
-24.32500E-03,+16.10294004E+00
-24.30000E-03,+16.15444758E+00
-24.27500E-03,+16.11299029E+00
-24.25000E-03,+16.15821642E+00
-24.22500E-03,+16.13246265E+00
-24.20000E-03,+16.17706064E+00
-24.17500E-03,+16.18899531E+00
-24.15000E-03,+16.15570386E+00
-24.12500E-03,+16.14314104E+00
-24.10000E-03,+16.13685964E+00
-24.07500E-03,+16.19213602E+00
-24.05000E-03,+16.16701039E+00
-24.02500E-03,+16.17140738E+00
-24.00000E-03,+16.20030185E+00
-23.97500E-03,+16.17203552E+00
-23.95000E-03,+16.16010084E+00
-23.92500E-03,+16.17140738E+00
-23.90000E-03,+16.16010084E+00
-23.87500E-03,+16.19025160E+00
-23.85000E-03,+16.14690989E+00
-23.82500E-03,+16.16198527E+00
-23.80000E-03,+16.16010084E+00
-23.77500E-03,+16.17015109E+00
-23.75000E-03,+16.16261341E+00
-23.72500E-03,+16.14188476E+00
-23.70000E-03,+16.15444758E+00
-23.67500E-03,+16.13309079E+00
-23.65000E-03,+16.12680939E+00
-23.62500E-03,+16.15005059E+00
-23.60000E-03,+16.14565361E+00
-23.57500E-03,+16.15130687E+00
-23.55000E-03,+16.13811592E+00
-23.52500E-03,+16.10042748E+00
-23.50000E-03,+16.14565361E+00
-23.47500E-03,+16.07090486E+00
-23.45000E-03,+16.11801542E+00
-23.42500E-03,+16.10984959E+00
-23.40000E-03,+16.10545260E+00
-23.37500E-03,+16.16952295E+00
-23.35000E-03,+16.08849280E+00
-23.32500E-03,+16.07090486E+00
-23.30000E-03,+16.11110587E+00
-23.27500E-03,+16.09163351E+00
-23.25000E-03,+16.07530185E+00
-23.22500E-03,+16.09226165E+00
-23.20000E-03,+16.06776416E+00
-23.17500E-03,+16.08974908E+00
-23.15000E-03,+16.12241240E+00
-23.12500E-03,+16.08032697E+00
-23.10000E-03,+16.09979934E+00
-23.07500E-03,+16.10984959E+00
-23.05000E-03,+16.03949783E+00
-23.02500E-03,+16.04954808E+00
-23.00000E-03,+16.07404557E+00
-22.97500E-03,+16.08974908E+00
-22.95000E-03,+16.04829180E+00
-22.92500E-03,+16.09100537E+00
-22.90000E-03,+16.07090486E+00
-22.87500E-03,+16.03007572E+00
-22.85000E-03,+16.04389481E+00
-22.82500E-03,+16.03070386E+00
-22.80000E-03,+16.06839230E+00
-22.77500E-03,+16.05017622E+00
-22.75000E-03,+16.03949783E+00
-22.72500E-03,+16.03070386E+00
-22.70000E-03,+16.05080436E+00
-22.67500E-03,+16.05143250E+00
-22.65000E-03,+16.03510084E+00
-22.62500E-03,+16.02128175E+00
-22.60000E-03,+16.03949783E+00
-22.57500E-03,+16.01311592E+00
-22.55000E-03,+16.02630687E+00
-22.52500E-03,+16.02002547E+00
-22.50000E-03,+16.04515110E+00
-22.47500E-03,+15.99050285E+00
-22.45000E-03,+15.99929682E+00
-22.42500E-03,+15.99992497E+00
-22.40000E-03,+16.00746265E+00
-22.37500E-03,+15.98987471E+00
-22.35000E-03,+15.99489984E+00
-22.32500E-03,+16.00118125E+00
-22.30000E-03,+15.99364356E+00
-22.27500E-03,+15.99238728E+00
-22.25000E-03,+15.98610587E+00
-22.22500E-03,+15.99050285E+00
-22.20000E-03,+15.98484959E+00
-22.17500E-03,+15.97040235E+00
-22.15000E-03,+15.98170889E+00
-22.12500E-03,+15.98924657E+00
-22.10000E-03,+15.97040235E+00
-22.07500E-03,+15.97040235E+00
-22.05000E-03,+15.97040235E+00
-22.02500E-03,+15.99050285E+00
-22.00000E-03,+15.90130688E+00
-21.97500E-03,+15.95092999E+00
-21.95000E-03,+15.96600537E+00
-21.92500E-03,+15.95972396E+00
-21.90000E-03,+15.94150788E+00
-21.87500E-03,+15.95092999E+00
-21.85000E-03,+15.96600537E+00
-21.82500E-03,+15.96223652E+00
-21.80000E-03,+15.93020135E+00
-21.77500E-03,+15.93082949E+00
-21.75000E-03,+15.94590487E+00
-21.72500E-03,+15.91826667E+00
-21.70000E-03,+15.95030185E+00
-21.67500E-03,+15.93020135E+00
-21.65000E-03,+15.91010085E+00
-21.62500E-03,+15.91952296E+00
-21.60000E-03,+15.96223652E+00
-21.57500E-03,+15.91135713E+00
-21.55000E-03,+15.93020135E+00
-21.52500E-03,+15.91010085E+00
-21.50000E-03,+15.92140738E+00
-21.47500E-03,+15.91010085E+00
-21.45000E-03,+15.91010085E+00
-21.42500E-03,+15.91010085E+00
