x-axis,1,2
second,Volt,Volt
-25.00000E-03,+4.37867456E+00,+16.51954837E+00
-24.97500E-03,+4.39374994E+00,+16.56979963E+00
-24.95000E-03,+4.37867456E+00,+16.57984988E+00
-24.92500E-03,+4.37867456E+00,+16.58990013E+00
-24.90000E-03,+4.39877507E+00,+16.59995038E+00
-24.87500E-03,+4.39877507E+00,+16.55974938E+00
-24.85000E-03,+4.37867456E+00,+16.55974938E+00
-24.82500E-03,+4.39877507E+00,+16.58990013E+00
-24.80000E-03,+4.35857406E+00,+16.59995038E+00
-24.77500E-03,+4.36359919E+00,+16.54969912E+00
-24.75000E-03,+4.38872482E+00,+16.59995038E+00
-24.72500E-03,+4.39374994E+00,+16.55974938E+00
-24.70000E-03,+4.39877507E+00,+16.59995038E+00
-24.67500E-03,+4.38369969E+00,+16.54969912E+00
-24.65000E-03,+4.37867456E+00,+16.51954837E+00
-24.62500E-03,+4.38369969E+00,+16.52959862E+00
-24.60000E-03,+4.39877507E+00,+16.55974938E+00
-24.57500E-03,+4.37364944E+00,+16.52959862E+00
-24.55000E-03,+4.39877507E+00,+16.49944787E+00
-24.52500E-03,+4.39877507E+00,+16.50949812E+00
-24.50000E-03,+4.37867456E+00,+16.47934737E+00
-24.47500E-03,+4.41385044E+00,+16.45924686E+00
-24.45000E-03,+4.39877507E+00,+16.49944787E+00
-24.42500E-03,+4.39877507E+00,+16.47934737E+00
-24.40000E-03,+4.39877507E+00,+16.43914636E+00
-24.37500E-03,+4.39877507E+00,+16.44919661E+00
-24.35000E-03,+4.38872482E+00,+16.45924686E+00
-24.32500E-03,+4.38872482E+00,+16.44919661E+00
-24.30000E-03,+4.37867456E+00,+16.47934737E+00
-24.27500E-03,+4.40380019E+00,+16.45924686E+00
-24.25000E-03,+4.39877507E+00,+16.45924686E+00
-24.22500E-03,+4.40380019E+00,+16.44919661E+00
-24.20000E-03,+4.41887557E+00,+16.43914636E+00
-24.17500E-03,+4.38369969E+00,+16.40899561E+00
-24.15000E-03,+4.37867456E+00,+16.41904586E+00
-24.12500E-03,+4.41385044E+00,+16.39894536E+00
-24.10000E-03,+4.39877507E+00,+16.39894536E+00
-24.07500E-03,+4.37364944E+00,+16.39894536E+00
-24.05000E-03,+4.38872482E+00,+16.41904586E+00
-24.02500E-03,+4.38872482E+00,+16.42909611E+00
-24.00000E-03,+4.37867456E+00,+16.35874435E+00
-23.97500E-03,+4.39374994E+00,+16.39894536E+00
-23.95000E-03,+4.37867456E+00,+16.37884486E+00
-23.92500E-03,+4.40380019E+00,+16.32859360E+00
