x-axis,1,2
second,Volt,Volt
-25.00000E-03,+4.34557165E+00,+13.67974831E+00
-24.97500E-03,+4.36567215E+00,+13.68979856E+00
-24.95000E-03,+4.35562190E+00,+13.67974831E+00
-24.92500E-03,+4.36064702E+00,+13.67974831E+00
-24.90000E-03,+4.34557165E+00,+13.67974831E+00
-24.87500E-03,+4.37069727E+00,+13.63954730E+00
-24.85000E-03,+4.35562190E+00,+13.65964781E+00
-24.82500E-03,+4.37572240E+00,+13.61944680E+00
-24.80000E-03,+4.34557165E+00,+13.63954730E+00
-24.77500E-03,+4.34557165E+00,+13.66969806E+00
-24.75000E-03,+4.35562190E+00,+13.65964781E+00
-24.72500E-03,+4.36064702E+00,+13.63954730E+00
-24.70000E-03,+4.34557165E+00,+13.63954730E+00
-24.67500E-03,+4.32547114E+00,+13.63954730E+00
-24.65000E-03,+4.33552140E+00,+13.59934630E+00
-24.62500E-03,+4.33552140E+00,+13.59934630E+00
-24.60000E-03,+4.34557165E+00,+13.63954730E+00
-24.57500E-03,+4.34557165E+00,+13.63954730E+00
-24.55000E-03,+4.33552140E+00,+13.61944680E+00
-24.52500E-03,+4.35059677E+00,+13.62949705E+00
-24.50000E-03,+4.32547114E+00,+13.59934630E+00
-24.47500E-03,+4.34557165E+00,+13.59934630E+00
-24.45000E-03,+4.35562190E+00,+13.55914529E+00
-24.42500E-03,+4.34557165E+00,+13.55914529E+00
-24.40000E-03,+4.32547114E+00,+13.59934630E+00
-24.37500E-03,+4.34557165E+00,+13.55914529E+00
-24.35000E-03,+4.34557165E+00,+13.53904479E+00
-24.32500E-03,+4.33049627E+00,+13.56919555E+00
-24.30000E-03,+4.32547114E+00,+13.59934630E+00
-24.27500E-03,+4.36064702E+00,+13.54909504E+00
-24.25000E-03,+4.35562190E+00,+13.49884379E+00
-24.22500E-03,+4.34054652E+00,+13.54909504E+00
-24.20000E-03,+4.36567215E+00,+13.51894429E+00
-24.17500E-03,+4.38074753E+00,+13.53904479E+00
-24.15000E-03,+4.35562190E+00,+13.51894429E+00
-24.12500E-03,+4.34557165E+00,+13.51894429E+00
-24.10000E-03,+4.34557165E+00,+13.51894429E+00
-24.07500E-03,+4.33049627E+00,+13.52899454E+00
-24.05000E-03,+4.35562190E+00,+13.51894429E+00
-24.02500E-03,+4.34054652E+00,+13.51894429E+00
-24.00000E-03,+4.32547114E+00,+13.47874328E+00
-23.97500E-03,+4.34054652E+00,+13.43854228E+00
-23.95000E-03,+4.35562190E+00,+13.49884379E+00
-23.92500E-03,+4.35562190E+00,+13.43854228E+00
