Black Body Radiation Experiment Thu, Mar 21, 2024 10:26 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-1.09650
0.00000	-1.08540
0.00000	-1.06785
0.00000	-1.10214
0.00000	-1.11839
0.00000	-1.07461
0.00000	-1.10986
0.00000	-1.11356
0.00000	-1.08153
0.00000	-1.09779
0.00000	-1.09811
0.00000	-1.10262
0.00000	-1.09843
0.00000	-1.10214
0.00000	-1.10986
0.00000	-1.10101
0.00000	-1.11485
0.00000	-1.13127
0.00000	-1.12419
0.00000	-1.09554
0.00000	-1.12000
0.00000	-1.10713
0.00000	-1.12499
0.00000	-1.11743
0.00000	-1.11485
0.00000	-1.11807
0.00000	-1.12065
0.00000	-1.13384
0.00000	-1.13545
0.00000	-1.13159
0.00000	-1.12354
0.00000	-1.13207
0.00000	-1.13674
0.00000	-1.13562
0.00000	-1.11566
0.00000	-1.11099
0.00000	-1.13497
0.00000	-1.13336
0.00000	-1.13401
0.00000	-1.12564
0.00000	-1.14608
0.00000	-1.14447
0.00000	-1.11405
0.00000	-1.13481
0.00000	-1.15203
0.00000	-1.15734
0.00000	-1.14125
0.00000	-1.12370
0.00000	-1.10986
0.00000	-1.12499
0.00000	-1.13063
0.00000	-1.16909
0.00000	-1.14221
0.00000	-1.12628
0.00000	-1.12773
0.00000	-1.13224
0.00000	-1.14028
0.00000	-1.14511
0.00000	-1.13449
0.00000	-1.15767
0.00000	-1.14157
0.00000	-1.13545
0.00000	-1.15541
0.00000	-1.13384
0.00000	-1.13755
0.00000	-1.15574
0.00000	-1.14157
0.00000	-1.13690
0.00000	-1.14946
0.00000	-1.13111
0.00000	-1.15590
0.00000	-1.15187
0.00000	-1.15348
0.00000	-1.13787
0.00000	-1.13722
0.00000	-1.14238
0.00000	-1.13256
0.00000	-1.15252
0.00000	-1.14881
0.00000	-1.15638
0.00000	-1.16024
0.00000	-1.15509
0.00000	-1.14592
0.00000	-1.14060
0.00000	-1.14495
0.00000	-1.16073
0.00000	-1.13513
0.00000	-1.10036
0.00000	-1.11775
0.00000	-1.12918
0.00000	-1.11582
0.00000	-1.10165
0.00000	-1.08813
0.00000	-1.08346
0.00000	-1.05063
0.00000	-1.04355
0.00000	-1.03244
0.00000	-1.00443
0.00000	-1.02005
0.00000	-0.99429
0.00000	-1.00653
0.00000	-0.93940
0.00000	-0.95083
0.00000	-0.92975
0.00000	-0.98222
0.00000	-0.92878
0.00000	-0.91864
0.01015	-0.90947
0.01015	-0.91848
0.01015	-0.89788
0.02030	-0.91639
0.05076	-0.94649
0.08122	-0.89965
0.26396	-0.94166
