Black Body Radiation Experiment Thu, Mar 21, 2024 10:34 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.18451
0.00000	-0.24503
0.00000	-0.20575
0.00000	-0.17517
0.00000	-0.17308
0.00000	-0.23666
0.00000	-0.20382
0.00000	-0.17614
0.00000	-0.17388
0.00000	-0.19899
0.00000	-0.20752
0.01015	-0.19481
0.02030	-0.20640
0.03046	-0.21283
0.03046	-0.19400
0.04061	-0.20302
0.04061	-0.18434
0.07107	-0.23553
0.15228	-0.20092
0.40609	-0.17936
0.52792	-0.20189
0.95431	-0.24615
1.32995	-0.24792
2.22335	-0.26112
2.73096	-0.23505
3.75635	-0.20801
4.35533	-0.26772
4.58883	-0.21348
5.66497	-0.25565
6.24365	-0.20269
7.13706	-0.18998
7.76650	-0.21316
8.65990	-0.23698
9.38071	-0.18499
9.71574	-0.19497
10.56853	-0.20253
11.07614	-0.23392
11.31980	-0.22877
11.90863	-0.18740
12.23350	-0.23537
12.38579	-0.18933
12.84264	-0.21300
13.10660	-0.16696
13.21827	-0.22603
13.61421	-0.22104
13.80711	-0.19127
13.89848	-0.21879
14.16244	-0.17903
14.35533	-0.18064
14.45685	-0.18113
14.78173	-0.22314
14.99492	-0.20334
15.10660	-0.20994
15.38071	-0.18000
15.54315	-0.19593
15.64467	-0.16278
15.90863	-0.20253
16.11168	-0.16793
16.31472	-0.15811
16.73096	-0.16229
16.97462	-0.14571
17.22843	-0.15054
17.76650	-0.18805
18.08122	-0.13638
18.29442	-0.15505
18.99492	-0.15473
19.37056	-0.07586
19.54315	-0.07908
20.25381	0.07914
20.68020	0.27777
20.91371	0.36823
21.57360	0.62286
22.03046	0.72491
22.42640	0.76933
23.22843	0.74760
23.61421	0.65006
23.95939	0.56282
24.46701	0.39156
24.77157	0.28340
24.93401	0.19954
25.38071	0.12470
25.67513	0.05548
25.84772	-0.00922
26.27411	-0.04222
26.53807	-0.09195
26.67005	-0.07795
27.05584	-0.16084
27.30964	-0.19143
27.46193	-0.12785
27.85787	-0.14636
28.13198	-0.14588
28.27411	-0.20945
28.76142	-0.19835
29.04569	-0.21621
29.21827	-0.15344
29.66497	-0.16471
29.96954	-0.15859
30.14213	-0.21750
30.58883	-0.21911
30.91371	-0.22104
31.08629	-0.16648
31.56345	-0.15183
31.84772	-0.16439
32.02030	-0.19561
32.51777	-0.22072
32.88325	-0.19416
33.39086	-0.19352
33.69543	-0.18821
33.88832	-0.22652
34.35533	-0.21010
34.59898	-0.18885
34.78173	-0.20640
35.26904	-0.17324
35.62437	-0.21863
35.82741	-0.19239
36.39594	-0.17775
36.70051	-0.21316
36.90355	-0.16101
37.47208	-0.15553
37.86802	-0.20720
38.12183	-0.17469
38.74112	-0.22732
39.15736	-0.15666
39.39086	-0.18177
39.97970	-0.15006
40.34518	-0.18322
40.56853	-0.15022
40.95431	-0.20640
41.20812	-0.19690
41.35025	-0.13413
41.72589	-0.19706
41.95939	-0.20028
42.07107	-0.12785
42.39594	-0.17855
42.63959	-0.18257
42.77157	-0.13525
43.15736	-0.17807
43.41117	-0.17823
43.53299	-0.15553
43.90863	-0.16519
44.12183	-0.15360
44.24365	-0.15586
44.56853	-0.13815
44.80203	-0.13879
45.15736	-0.18628
45.43147	-0.17662
45.56345	-0.11690
45.95939	-0.19915
46.23350	-0.18434
46.38579	-0.12044
46.77157	-0.19143
47.07614	-0.17791
47.23858	-0.12624
47.68528	-0.19304
47.96954	-0.19835
48.12183	-0.12898
48.56853	-0.17517
48.88325	-0.17936
49.06599	-0.12737
49.50254	-0.17131
49.80711	-0.16245
50.01015	-0.13509
50.50761	-0.13042
50.85279	-0.12785
51.05584	-0.16278
51.58376	-0.11368
51.95939	-0.10725
52.16244	-0.16632
52.67005	-0.13815
52.98477	-0.15006
53.15736	-0.11352
53.59391	-0.17115
53.88832	-0.15843
54.06091	-0.13815
54.44670	-0.12061
54.69036	-0.10821
54.82234	-0.16471
55.16751	-0.14861
55.42132	-0.14523
55.56345	-0.10370
55.93909	-0.17018
56.21320	-0.13203
56.35533	-0.13509
56.79188	-0.09485
57.07614	-0.11497
57.24873	-0.15344
57.62437	-0.16439
57.92893	-0.17308
58.13198	-0.09823
58.61929	-0.12447
58.90355	-0.09533
59.06599	-0.15103
59.42132	-0.15135
59.64467	-0.17758
59.75635	-0.12077
60.03046	-0.13767
