Black Body Radiation Experiment Thu, Mar 21, 2024 10:37 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-1.28322
0.00000	-1.30945
0.00000	-1.28209
0.00000	-1.22881
0.00000	-1.23702
0.00000	-1.24507
0.00000	-1.23267
0.00000	-1.26857
0.00000	-1.28145
0.00000	-1.28724
0.00000	-1.29738
0.00000	-1.29931
0.00000	-1.30028
0.00000	-1.26245
0.00000	-1.24571
0.00000	-1.21513
0.00000	-1.24426
0.00000	-1.28740
0.00000	-1.21175
0.01015	-1.24861
0.01015	-1.28161
0.01015	-1.20773
0.01015	-1.22913
0.01015	-1.24539
0.01015	-1.21593
0.02030	-1.20145
0.02030	-1.22237
0.03046	-1.21207
0.04061	-1.21400
0.16244	-1.23815
0.29442	-1.21449
0.37563	-1.29239
0.48731	-1.22881
0.56853	-1.29448
0.59898	-1.25537
0.68020	-1.20708
0.81218	-1.21497
0.90355	-1.27420
1.17766	-1.28853
1.31980	-1.24571
1.41117	-1.29835
1.60406	-1.19791
1.71574	-1.22624
1.79695	-1.23267
2.09137	-1.21851
2.25381	-1.28450
2.36548	-1.21465
2.67005	-1.27807
2.89340	-1.27404
3.01523	-1.24394
3.35025	-1.22125
3.57360	-1.19871
3.71574	-1.27291
4.12183	-1.27098
4.39594	-1.23267
4.57868	-1.26583
4.87310	-1.23090
5.07614	-1.23461
5.15736	-1.25328
5.41117	-1.25634
5.58376	-1.24716
5.68528	-1.23123
5.98985	-1.28917
6.19289	-1.27549
6.33503	-1.25006
6.70051	-1.18970
6.92386	-1.22286
7.03553	-1.22237
7.44162	-1.27790
7.64467	-1.19420
7.77665	-1.22897
8.17259	-1.19308
8.43655	-1.28193
8.58883	-1.24732
8.92386	-1.22913
9.16751	-1.28209
9.56345	-1.27726
9.82741	-1.19211
9.97970	-1.23267
10.41624	-1.18197
10.71066	-1.27517
11.16751	-1.24088
11.40102	-1.22173
11.50254	-1.27098
11.81726	-1.18825
12.05076	-1.23654
12.16244	-1.23879
12.47716	-1.28177
12.69036	-1.23638
12.79188	-1.25553
13.09645	-1.19807
13.34010	-1.23010
13.43147	-1.21465
13.78680	-1.24764
14.02030	-1.20193
14.13198	-1.27984
14.44670	-1.24571
14.67005	-1.25907
14.78173	-1.24217
15.10660	-1.23943
15.37056	-1.27227
15.52284	-1.24217
15.94924	-1.20161
16.19289	-1.28048
