Black Body Radiation Experiment Thu, Mar 21, 2024 10:38 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-1.46929
0.00000	-1.48699
0.00000	-1.43484
0.00000	-1.44385
0.00000	-1.48635
0.00000	-1.40796
0.00000	-1.40925
0.00000	-1.42422
0.00000	-1.45416
0.00000	-1.38446
0.00000	-1.38366
0.00000	-1.39605
0.00000	-1.37786
0.00000	-1.37915
0.00000	-1.38366
0.00000	-1.38655
0.00000	-1.37496
0.00000	-1.38704
0.00000	-1.43790
0.00000	-1.40410
0.00000	-1.39476
0.01015	-1.43146
0.02030	-1.46092
0.09137	-1.37577
0.23350	-1.36418
0.30457	-1.45271
0.58883	-1.40796
0.72081	-1.40812
0.78173	-1.38237
1.06599	-1.38333
1.26904	-1.42245
1.38071	-1.35549
1.62437	-1.42003
1.80711	-1.36965
2.05076	-1.36756
2.47716	-1.41536
2.69036	-1.45432
2.79188	-1.36225
3.14721	-1.38865
3.44162	-1.34470
3.60406	-1.41408
4.31472	-1.43001
4.68020	-1.37464
4.89340	-1.41826
5.32995	-1.40941
5.69543	-1.42792
5.86802	-1.36080
6.45685	-1.34808
6.86294	-1.42744
7.07614	-1.33649
7.75635	-1.37062
8.25381	-1.42052
8.74112	-1.34342
9.43147	-1.32651
9.84772	-1.41633
10.05076	-1.36643
10.85279	-1.35967
11.25888	-1.38575
11.42132	-1.36241
11.90863	-1.43210
12.24365	-1.35822
12.38579	-1.39927
12.83249	-1.37432
13.14721	-1.41536
13.27919	-1.34132
13.66497	-1.36128
13.94924	-1.36869
14.09137	-1.36917
14.46701	-1.41279
14.74112	-1.35098
14.85279	-1.42277
15.19797	-1.42406
15.39086	-1.35887
15.48223	-1.41987
15.77665	-1.41150
16.00000	-1.36836
16.11168	-1.38494
16.45685	-1.39380
16.74112	-1.42293
16.88325	-1.38382
17.30964	-1.36515
17.64467	-1.44852
17.78680	-1.36692
18.18274	-1.41279
18.40609	-1.36032
18.48731	-1.41408
18.82234	-1.34696
19.05584	-1.29545
19.16751	-1.26857
19.59391	-1.15509
19.87817	-1.13368
20.14213	-0.96081
20.70051	-0.65515
21.04569	-0.44912
21.38071	-0.12672
21.91878	0.26296
22.26396	0.45128
22.57868	0.57651
23.18782	0.48605
23.42132	0.41346
23.56345	0.30835
23.83756	0.10876
23.98985	-0.08938
24.06091	-0.22619
24.23350	-0.46345
24.35533	-0.61877
24.42640	-0.58706
24.64975	-0.83221
24.83249	-0.91091
24.94416	-0.95904
25.36041	-1.04435
25.64467	-1.14704
25.81726	-1.20917
26.23350	-1.29336
26.51777	-1.36225
26.68020	-1.30012
27.07614	-1.36466
27.40102	-1.36466
27.55330	-1.43935
28.06091	-1.44901
28.44670	-1.44820
28.62944	-1.43838
29.14721	-1.41311
29.51269	-1.42196
29.67513	-1.44482
30.15228	-1.49923
30.45685	-1.48554
30.62944	-1.46961
31.08629	-1.44643
31.45178	-1.47701
31.64467	-1.44369
32.23350	-1.44418
32.52792	-1.47685
32.67005	-1.46800
33.02538	-1.49697
33.23858	-1.43854
33.35025	-1.50550
33.70558	-1.50872
34.01015	-1.46140
34.26396	-1.47605
34.77157	-1.46333
35.10660	-1.52530
35.27919	-1.49440
35.76650	-1.49665
36.11168	-1.51017
36.28426	-1.51629
36.76142	-1.50824
37.06599	-1.47476
37.26904	-1.52643
37.75635	-1.49778
38.05076	-1.44852
38.23350	-1.46913
38.69036	-1.45416
38.96447	-1.49053
39.13706	-1.44257
39.55330	-1.47508
39.82741	-1.48780
39.97970	-1.51564
40.28426	-1.43790
40.52792	-1.46575
40.62944	-1.48554
40.96447	-1.46993
41.19797	-1.48619
41.30964	-1.46269
41.63452	-1.50534
41.87817	-1.50164
41.95939	-1.45094
42.25381	-1.46285
42.46701	-1.43999
42.55838	-1.50180
