Black Body Radiation Experiment Thu, Mar 21, 2024 10:12 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.27432
0.00000	-0.33017
0.00000	-0.29669
0.00000	-0.26820
0.00000	-0.26144
0.00000	-0.32068
0.00000	-0.31166
0.00000	-0.27400
0.00000	-0.29943
0.00000	-0.29138
0.00000	-0.28044
0.00000	-0.28977
0.00000	-0.29525
0.00000	-0.29460
0.00000	-0.29187
0.00000	-0.28752
0.00000	-0.28832
0.00000	-0.28012
0.00000	-0.27480
0.00000	-0.28446
0.00000	-0.29412
0.00000	-0.28623
0.00000	-0.27416
0.00000	-0.28108
0.00000	-0.27110
0.00000	-0.28350
0.01015	-0.27754
0.02030	-0.28543
0.02030	-0.28333
0.05076	-0.28269
0.23350	-0.29525
0.37563	-0.31875
0.41624	-0.28221
0.45685	-0.29782
0.46701	-0.30056
0.46701	-0.28189
0.48731	-0.30426
0.48731	-0.31698
0.48731	-0.29959
0.48731	-0.27770
0.48731	-0.28832
0.48731	-0.29702
0.48731	-0.29380
0.48731	-0.29460
0.48731	-0.30345
0.49746	-0.29863
0.53807	-0.30973
0.59898	-0.30249
0.63959	-0.26466
0.77157	-0.26048
0.85279	-0.29154
0.89340	-0.25275
1.02538	-0.26482
1.11675	-0.30040
1.23858	-0.28591
1.34010	-0.28929
1.53299	-0.29476
1.68528	-0.29138
1.88832	-0.27239
2.04061	-0.25839
2.11168	-0.28623
2.31472	-0.27834
2.46701	-0.28430
2.71066	-0.23537
2.89340	-0.27674
2.96447	-0.24969
3.37056	-0.28237
3.59391	-0.24406
3.69543	-0.27400
4.08122	-0.24921
4.31472	-0.27529
4.45685	-0.25887
4.72081	-0.23907
4.92386	-0.26724
5.02538	-0.26370
5.36041	-0.25565
5.55330	-0.23617
5.61421	-0.28253
5.79695	-0.27030
5.94924	-0.23923
6.03046	-0.26434
6.35533	-0.26193
6.59898	-0.25645
6.69036	-0.23167
7.02538	-0.22378
7.28934	-0.27754
7.56345	-0.23473
8.09137	-0.27432
8.37563	-0.23682
8.54822	-0.26708
8.95431	-0.28156
9.23858	-0.25742
9.41117	-0.27947
9.78680	-0.26338
10.03046	-0.24309
10.23350	-0.26434
10.55838	-0.24165
10.82234	-0.24760
10.96447	-0.25887
11.38071	-0.24470
11.68528	-0.23859
11.84772	-0.24825
12.28426	-0.24309
12.57868	-0.25243
12.74112	-0.23907
13.23858	-0.24583
13.55330	-0.27094
13.70558	-0.22072
14.18274	-0.25581
14.49746	-0.24165
14.84264	-0.22072
15.35025	-0.26144
15.64467	-0.24728
15.83756	-0.25806
16.33503	-0.23778
16.72081	-0.25243
16.93401	-0.21267
17.52284	-0.21815
17.94924	-0.23424
18.31472	-0.21879
18.87310	-0.19014
19.19797	-0.14121
19.38071	-0.14378
20.08122	-0.03337
20.41624	0.05677
20.57868	0.12518
21.01523	0.23882
21.19797	0.28968
21.35025	0.35165
21.71574	0.45112
21.90863	0.45595
22.07107	0.44677
22.50761	0.41394
22.78173	0.35374
23.17766	0.26199
23.43147	0.19697
23.88832	0.08043
24.21320	0.02410
24.38579	-0.02934
24.85279	-0.10676
25.17766	-0.13123
25.34010	-0.13702
25.78680	-0.15167
26.12183	-0.19883
26.27411	-0.19062
26.75127	-0.21396
27.09645	-0.21106
27.23858	-0.24631
27.70558	-0.24969
28.01015	-0.25758
28.49746	-0.26692
28.81218	-0.21428
28.94416	-0.26064
29.42132	-0.24004
29.72589	-0.26225
29.86802	-0.25871
30.32487	-0.26418
30.64975	-0.25243
30.81218	-0.25146
31.27919	-0.25275
31.61421	-0.26901
31.78680	-0.25146
32.34518	-0.25758
32.76142	-0.26289
32.94416	-0.25726
33.58376	-0.27593
34.03046	-0.23939
34.25381	-0.26193
34.89340	-0.25517
35.31980	-0.22764
35.52284	-0.24728
36.13198	-0.22571
36.53807	-0.24857
36.77157	-0.22008
37.44162	-0.24197
37.86802	-0.23988
38.10152	-0.25452
38.79188	-0.24261
39.24873	-0.23231
39.53299	-0.19851
40.31472	-0.25114
40.70051	-0.24937
40.87310	-0.20591
41.40102	-0.22233
41.77665	-0.19931
41.95939	-0.25517
42.48731	-0.23569
42.89340	-0.23714
43.03553	-0.20028
43.58376	-0.21316
44.01015	-0.20173
44.17259	-0.23054
44.73096	-0.21943
45.17766	-0.22491
45.36041	-0.17823
45.97970	-0.20108
46.40609	-0.18161
46.60914	-0.22861
47.17766	-0.20720
47.58376	-0.21879
47.75635	-0.17694
48.34518	-0.19996
48.75127	-0.15618
48.93401	-0.20591
49.48223	-0.19175
49.85787	-0.21332
50.03046	-0.17163
50.54822	-0.17082
50.94416	-0.14909
51.12690	-0.19481
51.59391	-0.19255
51.97970	-0.18451
52.14213	-0.19175
52.62944	-0.16117
52.98477	-0.19770
53.16751	-0.14813
53.70558	-0.17501
54.07107	-0.14362
54.26396	-0.17517
54.77157	-0.18595
55.18782	-0.13847
55.37056	-0.18177
55.86802	-0.18547
56.22335	-0.16471
56.37563	-0.16535
56.91371	-0.14604
57.27919	-0.16583
57.45178	-0.15940
58.00000	-0.14394
58.34518	-0.16455
58.49746	-0.13622
58.96447	-0.13638
59.31980	-0.16036
59.51269	-0.14169
60.03046	-0.14475
60.39594	-0.14588
60.56853	-0.13557
61.04569	-0.14378
61.41117	-0.13461
61.58376	-0.14298
62.13198	-0.14362
62.50761	-0.12785
62.69036	-0.15489
63.22843	-0.15811
63.59391	-0.13847
63.78680	-0.14765
64.34518	-0.15135
64.71066	-0.15618
64.91371	-0.13622
65.46193	-0.13203
65.88832	-0.16149
66.08122	-0.14443
66.67005	-0.13686
67.06599	-0.18789
67.24873	-0.14121
67.79695	-0.14233
68.22335	-0.17356
68.42640	-0.16761
68.97462	-0.17903
69.31980	-0.15215
69.49239	-0.17372
70.00000	-0.18483
70.31472	-0.14604
70.47716	-0.15264
70.96447	-0.13992
71.27919	-0.13976
71.43147	-0.16052
71.88832	-0.14153
72.19289	-0.18628
72.36548	-0.15151
72.82234	-0.17469
73.09645	-0.16455
73.49239	-0.15006
73.76650	-0.14781
74.31472	-0.16921
74.71066	-0.16133
74.88325	-0.19030
75.45178	-0.17646
75.79695	-0.15714
75.96954	-0.15070
76.43655	-0.13123
76.77157	-0.15682
76.95431	-0.15376
77.43147	-0.12012
77.72589	-0.08214
77.87817	-0.05268
78.27411	-0.01534
78.57868	-0.02467
79.06599	0.04132
79.38071	0.09154
79.53299	0.09186
79.95939	0.12534
80.26396	0.11954
80.39594	0.05741
80.83249	-0.01099
81.15736	-0.00681
81.32995	-0.05429
81.81726	-0.09002
82.13198	-0.07055
82.28426	-0.10644
82.77157	-0.10869
83.13706	-0.10741
83.29949	-0.08600
83.78680	-0.12366
84.10152	-0.14121
84.26396	-0.15795
84.83249	-0.16004
85.24873	-0.14314
85.49239	-0.17195
86.18274	-0.15473
86.58883	-0.12801
86.81218	-0.14990
87.32995	-0.13799
87.69543	-0.14813
87.88832	-0.13380
88.46701	-0.13590
88.86294	-0.16423
89.06599	-0.13686
89.59391	-0.16101
89.94924	-0.13622
90.14213	-0.14781
