60,2.367,3.5,4.633,5.767
60,1.533,2.667,3.8,4.933
-60,1.933,3.067,4.223,5.367
-60,2.067,3.2,4.367,5.5
30,1.433,2.533,3.633,4.733
30,1.767,2.867,3.967,5.007
-30,2.733,3.833,4.967,6.067
-30,1.533,2.633,3.733,4.833
