Motion Through Fluids Experiment Thu, Feb 15, 2024 10:06 AM
Time(sec)	Position(mm)
102.025	147.191
102.274	147.586
102.524	147.781
102.774	148.175
103.024	148.570
103.274	148.765
103.524	149.160
103.774	149.554
104.024	149.749
104.274	150.144
104.524	150.537
104.774	150.733
105.024	151.127
105.274	151.323
105.524	151.716
105.774	152.111
106.024	152.306
106.274	152.700
106.524	153.094
106.774	153.290
107.024	153.683
107.274	154.078
107.524	154.273
107.774	154.667
108.024	155.061
108.274	155.257
108.524	155.651
108.774	156.044
109.024	156.240
109.274	156.634
109.524	157.027
109.774	157.223
110.024	157.617
110.274	158.011
110.524	158.206
110.774	158.600
111.024	158.994
111.274	159.189
111.524	159.583
111.774	159.779
112.024	160.172
112.274	160.566
112.524	160.762
112.774	161.155
113.024	161.549
113.274	161.745
113.524	162.138
113.774	162.532
114.024	162.728
114.274	163.121
114.524	163.515
114.774	163.710
115.024	164.105
115.274	164.498
115.524	164.693
115.774	165.088
116.024	165.481
116.274	165.676
116.524	166.070
116.774	166.464
117.024	166.659
117.274	167.053
117.524	167.446
117.774	167.642
118.024	168.036
118.274	168.232
118.524	168.625
118.774	169.019
119.024	169.214
119.274	169.608
119.524	170.002
119.774	170.197
120.024	170.590
120.274	170.985
120.524	171.180
120.774	171.573
121.024	171.968
121.274	172.163
121.524	172.557
121.774	172.951
122.024	173.146
122.274	173.540
122.524	173.934
122.774	174.129
123.025	174.523
123.274	174.917
123.524	175.112
123.774	175.506
124.024	175.900
124.274	176.095
124.524	176.490
124.774	176.685
125.024	177.078
125.274	177.473
125.524	177.669
125.774	178.062
126.024	178.456
126.274	178.652
126.524	179.045
126.774	179.439
127.024	179.635
127.274	180.028
127.525	180.423
127.774	180.618
128.024	181.013
128.274	181.406
128.524	181.602
128.774	181.996
129.024	182.390
129.274	182.586
129.524	182.980
129.774	183.374
130.024	183.569
130.274	183.964
130.524	184.357
130.774	184.553
131.024	184.948
131.274	185.145
131.524	185.537
131.774	185.932
132.024	186.128
132.274	186.522
132.524	186.916
132.774	187.112
133.024	187.506
133.274	187.900
133.524	188.096
133.774	188.491
134.024	188.885
134.274	189.080
134.524	189.475
134.774	189.672
135.024	190.065
135.274	190.460
135.524	190.657
135.774	191.050
136.026	191.445
136.274	191.642
136.524	192.035
136.774	192.430
137.026	192.627
137.274	193.021
137.524	193.415
137.774	193.611
138.026	194.006
138.274	194.400
138.525	194.596
138.774	194.991
139.026	195.188
139.274	195.582
139.524	195.977
139.774	196.174
140.024	196.567
140.274	196.963
140.524	197.160
140.774	197.553
141.027	197.949
141.274	198.145
141.524	198.540
141.774	198.935
142.026	199.131
142.274	199.527
142.524	199.921
142.774	200.117
143.024	200.513
143.274	200.710
143.524	201.104
143.774	201.500
144.026	201.697
144.274	202.091
144.524	202.487
144.774	202.683
145.026	203.079
145.274	203.474
145.524	203.670
145.774	204.066
146.024	204.264
146.274	204.658
146.524	205.054
146.774	205.251
147.024	205.646
147.274	206.042
147.524	206.239
147.774	206.635
148.024	207.030
148.274	207.226
148.524	207.623
148.774	208.018
149.024	208.215
149.274	208.611
149.525	208.809
149.774	209.204
150.024	209.600
150.275	209.797
150.524	210.193
150.774	210.589
151.024	210.786
151.274	211.183
151.524	211.381
151.774	211.775
152.024	212.172
152.274	212.370
152.524	212.765
152.775	213.162
153.024	213.359
153.274	213.756
153.524	214.152
153.774	214.349
154.024	214.746
154.274	214.944
154.524	215.340
154.774	215.737
155.024	215.934
155.274	216.331
155.524	216.728
155.774	216.925
156.024	217.323
156.274	217.719
156.524	217.916
156.774	218.314
157.024	218.512
157.274	218.908
157.524	219.306
157.774	219.503
158.024	219.901
158.274	220.100
158.524	220.496
158.774	220.894
159.024	221.091
159.274	221.488
159.524	221.886
159.774	222.084
160.024	222.482
160.274	222.879
160.524	223.077
160.774	223.475
161.024	223.673
161.274	224.072
161.525	224.469
161.774	224.667
162.024	225.065
162.274	225.463
162.524	225.661
162.774	226.060
163.024	226.258
163.274	226.656
163.524	227.054
163.774	227.252
164.024	227.651
164.274	227.849
164.524	228.248
164.774	228.647
165.024	228.845
165.274	229.244
165.525	229.642
165.774	229.841
166.024	230.240
166.274	230.438
166.524	230.838
166.774	231.237
167.024	231.435
167.274	231.835
167.524	232.033
167.774	232.432
168.024	232.832
168.274	233.030
168.524	233.430
168.774	233.829
169.024	234.028
169.274	234.427
169.524	234.627
169.774	235.026
170.024	235.426
170.274	235.625
170.524	236.025
170.774	236.224
171.024	236.624
171.274	237.024
171.524	237.223
171.774	237.623
172.024	238.024
172.274	238.223
172.524	238.624
172.774	238.823
173.024	239.223
173.274	239.624
173.524	239.823
173.774	240.224
174.024	240.424
174.274	240.824
174.524	241.225
174.774	241.425
175.024	241.826
175.274	242.026
175.524	242.426
175.774	242.828
176.024	243.028
176.274	243.429
176.524	243.831
176.774	244.030
177.024	244.432
177.274	244.632
177.524	245.034
177.774	245.435
178.024	245.635
178.274	246.037
178.524	246.237
178.774	246.639
179.024	247.042
179.274	247.242
179.524	247.643
179.775	247.844
180.024	248.246
180.274	248.649
180.524	248.849
180.774	249.252
181.024	249.453
181.274	249.856
181.524	250.258
181.774	250.459
182.024	250.861
182.274	251.062
182.524	251.465
182.774	251.869
183.024	252.069
183.274	252.472
183.524	252.674
183.774	253.077
184.024	253.278
184.274	253.682
184.524	254.086
184.774	254.286
185.024	254.691
185.274	254.892
185.524	255.295
185.774	255.699
186.024	255.901
186.274	256.305
186.524	256.507
186.774	256.911
187.024	257.113
187.274	257.517
187.524	257.921
187.774	258.123
188.024	258.527
188.274	258.730
188.524	259.134
188.774	259.539
189.024	259.741
189.274	260.146
189.524	260.348
189.774	260.753
190.024	261.158
190.274	261.361
190.524	261.766
190.774	261.969
191.024	262.375
191.274	262.577
191.524	262.982
191.774	263.388
192.024	263.591
192.274	263.997
192.524	264.200
192.774	264.605
193.024	265.012
193.274	265.215
193.524	265.622
193.774	265.824
194.024	266.231
194.274	266.434
194.524	266.840
194.774	267.247
195.024	267.450
195.274	267.858
195.524	268.060
195.774	268.468
196.024	268.671
196.274	269.078
196.524	269.486
196.774	269.689
197.024	270.098
197.274	270.300
197.524	270.708
197.774	270.912
198.024	271.320
198.274	271.728
198.524	271.932
198.774	272.340
199.024	272.544
199.274	272.952
199.524	273.157
199.774	273.565
200.024	273.974
200.274	274.178
200.524	274.587
200.774	274.791
201.024	275.201
201.274	275.405
201.524	275.814
201.774	276.223
202.024	276.428
202.274	276.837
202.524	277.042
202.774	277.452
203.024	277.657
203.274	278.067
203.524	278.272
203.774	278.682
204.024	278.887
204.274	279.297
204.524	279.707
204.774	279.913
205.024	280.323
205.274	280.528
205.524	280.940
205.774	281.145
206.024	281.556
206.274	281.967
206.524	282.172
206.774	282.584
207.024	282.789
207.274	283.201
207.524	283.407
207.774	283.818
208.024	284.025
208.274	284.436
208.524	284.642
208.774	285.055
209.024	285.466
209.274	285.674
209.524	286.085
209.774	286.291
210.024	286.704
210.274	286.910
210.524	287.323
210.774	287.531
211.024	287.943
211.274	288.150
211.524	288.563
211.774	288.770
212.024	289.184
212.274	289.597
212.524	289.804
212.774	290.218
213.024	290.425
213.274	290.839
213.524	291.047
213.774	291.460
214.024	0.000
214.274	0.000
214.524	0.000
214.774	0.000
215.024	0.000
215.274	0.000
215.524	0.000
215.774	0.000
216.024	0.000
216.274	0.000
216.524	0.000
216.774	0.000
217.024	0.000
217.274	0.000
217.524	0.000
217.774	0.000
218.024	0.000
218.274	0.000
218.524	0.000
218.774	0.000
219.024	0.000
219.274	0.000
219.524	0.000
219.774	0.000
220.024	0.000
220.274	0.000
220.524	0.000
220.774	0.000
221.024	0.000
221.274	0.000
221.524	0.000
221.774	0.000
222.024	0.000
222.274	0.000
222.524	0.000
222.774	0.000
223.024	0.000
223.274	0.000
223.524	0.000
223.774	0.000
224.024	0.000
224.274	0.000
224.524	0.000
224.774	0.000
225.024	0.000
225.274	0.000
225.524	0.000
225.774	0.000
226.024	0.000
226.274	0.000
226.524	0.000
226.774	0.000
227.024	0.000
227.274	0.000
227.524	0.000
227.774	0.000
228.024	0.000
228.274	0.000
228.524	0.000
228.774	0.000
229.024	0.000
229.274	0.000
229.524	0.000
229.774	0.000
230.024	0.000
230.274	0.000
230.524	0.000
230.774	0.000
231.024	0.000
231.274	0.000
231.524	0.000
231.774	0.000
232.024	0.000
232.274	0.000
232.524	0.000
232.774	0.000
233.024	0.000
233.274	0.000
233.524	0.000
233.774	0.000
234.024	0.000
234.274	0.000
234.524	0.000
234.774	0.000
235.024	0.000
235.274	0.000
235.524	0.000
235.774	0.000
236.024	0.000
236.274	0.000
236.524	0.000
236.774	0.000
237.024	0.000
237.274	0.000
237.524	0.000
237.774	0.000
238.025	0.000
238.274	0.000
238.524	0.000
238.774	0.000
239.024	0.000
239.274	0.000
239.524	0.000
239.774	0.000
240.024	0.000
240.274	0.000
240.524	0.000
240.774	0.000
241.024	0.000
241.274	0.000
241.524	0.000
241.775	0.000
242.024	0.000
242.274	0.000
242.524	0.000
242.774	0.000
243.024	0.000
243.274	0.000
243.524	0.000
243.774	0.000
244.024	0.000
244.274	0.000
244.524	0.000
244.774	0.000
245.024	0.000
245.274	0.000
245.524	0.000
245.774	0.000
246.024	0.000
246.274	0.000
246.524	0.000
246.774	0.000
247.024	0.000
247.274	0.000
247.524	0.000
247.774	0.000
248.024	0.000
248.274	0.000
248.525	0.000
248.774	0.000
249.024	0.000
249.274	0.000
249.524	0.000
249.774	0.000
