Motion Through Fluids Experiment Thu, Feb 15, 2024 10:34 AM
Time(sec)	Position(mm)
0.031	5.084
0.142	4.006
0.253	3.790
0.364	3.359
0.475	2.927
0.586	2.711
0.697	2.495
0.808	2.495
0.919	2.278
1.030	16.427
1.141	2.062
1.252	17.489
1.363	17.914
1.474	18.338
1.585	18.763
1.696	19.187
1.807	19.611
1.918	20.035
2.029	20.458
2.140	20.881
2.251	21.305
2.362	21.728
2.473	22.150
2.584	22.573
2.695	22.995
2.806	23.418
2.917	23.840
3.028	24.262
3.139	24.472
3.250	24.896
3.361	25.315
3.472	25.737
3.583	26.158
3.694	26.368
3.805	26.789
3.916	27.210
4.027	27.632
4.138	27.840
4.249	28.260
4.360	28.680
4.471	28.890
4.582	29.310
4.693	29.729
4.804	30.149
4.915	30.358
5.026	30.778
5.137	31.197
5.248	31.408
5.359	31.825
5.470	32.243
5.581	32.454
5.692	32.871
5.803	33.080
5.914	33.499
6.025	33.916
6.136	34.126
6.247	34.542
6.358	34.959
6.469	35.170
6.580	35.585
6.691	35.794
6.802	36.212
6.913	36.628
7.024	36.838
7.135	37.254
7.246	37.669
7.357	37.879
7.468	38.293
7.579	38.503
7.690	38.919
7.801	39.333
7.912	39.542
8.023	39.956
8.134	40.373
8.245	40.581
8.356	40.994
8.467	41.203
8.578	41.618
8.689	42.033
8.800	42.240
8.911	42.653
9.022	42.862
9.133	43.275
9.244	43.690
9.355	43.897
9.466	44.310
9.577	44.518
9.688	44.930
9.799	45.139
9.910	45.552
10.021	45.966
10.132	46.172
10.243	46.585
10.354	46.998
10.465	47.205
10.576	47.617
10.687	47.824
10.798	48.236
10.909	48.442
11.020	48.855
11.131	49.267
11.242	49.473
11.353	49.885
11.464	50.091
11.575	50.503
11.686	50.913
11.797	51.120
11.908	51.531
12.019	51.943
12.130	52.148
12.241	52.559
12.352	52.765
12.463	53.176
12.574	53.586
12.685	53.792
12.796	54.202
12.907	54.408
13.018	54.818
13.129	55.228
13.240	55.433
13.351	55.843
13.462	56.048
13.573	56.458
13.684	56.663
13.795	57.072
13.906	57.482
14.017	57.687
14.128	58.096
14.239	58.300
14.350	58.710
14.461	58.914
14.572	59.323
14.683	59.732
14.794	59.936
14.905	60.345
15.016	60.549
15.127	60.957
15.238	61.366
15.349	61.570
15.460	61.978
15.571	62.386
15.682	62.590
15.793	62.998
15.904	63.202
16.015	63.609
16.126	63.813
16.237	64.220
16.348	64.628
16.459	64.831
16.570	65.239
16.681	65.442
16.792	65.849
16.903	66.256
17.014	66.459
17.125	66.866
17.236	67.069
17.347	67.476
17.458	67.882
17.569	68.086
17.680	68.492
17.791	68.695
17.902	69.101
18.013	69.507
18.124	69.710
18.235	70.116
18.346	70.318
18.457	70.724
18.568	70.927
18.679	71.332
18.790	71.738
18.901	71.940
19.012	72.346
19.123	72.751
19.234	72.953
19.345	73.358
19.456	73.561
19.567	73.965
19.678	74.370
19.789	74.572
19.900	74.977
20.011	75.381
20.122	75.583
20.233	75.988
20.344	76.190
20.455	76.594
20.566	76.796
20.677	77.200
20.788	77.604
20.899	77.806
21.010	78.209
21.121	78.411
21.232	78.815
21.343	79.218
21.454	79.420
21.565	79.823
21.676	80.025
21.787	80.428
21.898	80.831
22.009	81.032
22.120	81.435
22.231	81.637
22.342	82.040
22.453	82.442
22.564	82.644
22.675	83.046
22.786	83.247
22.897	83.650
23.008	84.054
23.119	84.253
23.230	84.655
23.341	84.857
23.452	85.259
23.563	85.661
23.674	85.862
23.785	86.263
23.896	86.665
24.007	86.866
24.118	87.268
24.229	87.468
24.340	87.870
24.451	88.271
24.562	88.472
24.673	88.873
24.784	89.074
24.895	89.475
25.006	89.675
25.117	90.076
25.228	90.479
25.339	90.678
25.450	91.078
25.561	91.279
25.672	91.680
25.783	92.082
25.894	92.280
26.005	92.682
26.116	92.881
26.228	93.281
26.338	93.682
26.449	93.882
26.560	94.282
26.671	94.482
26.782	94.883
26.893	95.283
27.004	95.482
27.115	95.882
27.226	96.082
27.337	96.483
27.448	96.882
27.559	97.081
27.670	97.480
27.781	97.680
27.892	98.081
28.003	98.480
28.114	98.678
28.225	99.078
28.336	99.478
28.447	99.678
28.558	100.077
28.669	100.275
28.780	100.674
28.891	101.074
29.002	101.274
29.113	101.672
29.224	101.870
29.335	102.269
29.446	102.669
29.557	102.868
29.668	103.267
29.779	103.465
29.890	103.863
30.001	104.263
30.112	104.460
30.223	104.860
30.334	105.058
30.445	105.457
30.556	105.855
30.667	106.053
30.778	106.452
30.889	106.650
31.000	107.049
31.111	107.447
31.222	107.644
31.333	108.043
31.444	108.241
31.555	108.640
31.666	109.037
31.777	109.235
31.888	109.634
31.999	109.831
32.110	110.230
32.221	110.627
32.332	110.826
32.443	111.223
32.554	111.420
32.665	111.819
32.776	112.216
32.887	112.413
32.998	112.811
33.109	113.008
33.220	113.407
33.332	113.803
33.442	114.002
33.553	114.399
33.664	114.795
33.775	114.994
33.886	115.390
33.997	115.787
34.108	115.985
34.219	116.380
34.330	116.580
34.441	116.976
34.552	117.373
34.663	117.571
34.774	117.967
34.885	118.165
34.996	118.561
35.107	118.957
35.218	119.156
35.329	119.552
35.440	119.748
35.551	120.146
35.662	120.542
35.773	120.740
35.884	121.135
35.995	121.531
36.106	121.729
36.217	122.125
36.328	122.323
36.439	122.718
36.550	123.114
36.661	123.312
36.772	123.708
36.883	123.904
36.994	124.301
37.105	124.696
37.216	124.894
37.327	125.289
37.438	125.685
