Motion Through Fluids Experiment Thu, Feb 15, 2024 10:34 AM
Time(sec)	Position(mm)
37.549	125.882
37.660	126.278
37.771	126.475
37.882	126.871
37.993	127.266
38.104	127.463
38.215	127.858
38.326	128.056
38.437	128.451
38.548	128.846
38.659	129.044
38.770	129.439
38.881	129.636
38.992	130.031
39.103	130.426
39.214	130.623
39.325	131.018
39.436	131.214
39.547	131.610
39.658	132.005
39.769	132.202
39.880	132.597
39.991	132.992
40.102	133.189
40.213	133.584
40.324	133.781
40.435	134.175
40.546	134.570
40.657	134.767
40.768	135.162
40.879	135.359
40.990	135.752
41.101	136.148
41.212	136.345
41.323	136.738
41.434	136.936
41.545	137.330
41.656	137.725
41.767	137.922
41.878	138.315
41.989	138.710
42.100	138.907
42.211	139.301
42.322	139.498
42.433	139.891
42.544	140.287
42.655	140.484
42.766	140.878
42.877	141.272
42.988	141.467
43.099	141.863
43.210	142.060
43.321	142.452
43.432	142.847
43.543	143.044
43.654	143.438
43.765	143.832
43.876	144.028
43.987	144.423
44.098	144.816
44.209	145.013
44.320	145.407
44.431	145.603
44.542	145.998
44.653	146.391
44.764	146.587
44.875	146.982
44.986	147.179
45.097	147.572
45.208	147.966
45.319	148.161
45.430	148.556
45.541	148.950
45.652	149.147
45.763	149.540
45.874	149.736
45.985	150.130
46.096	150.326
46.207	150.721
46.318	151.114
46.429	151.311
46.540	151.704
46.651	152.098
46.762	152.294
46.873	152.688
46.984	153.081
47.095	153.278
47.206	153.671
47.317	153.868
47.428	154.261
47.539	154.655
47.650	154.851
47.761	155.245
47.872	155.441
47.983	155.834
48.094	156.228
48.205	156.424
48.316	156.818
48.427	157.013
48.538	157.408
48.649	157.801
48.760	157.997
48.871	158.391
48.982	158.586
49.093	158.981
49.204	159.374
49.315	159.570
49.426	159.964
49.537	160.357
49.648	160.553
49.759	160.947
49.870	161.142
49.981	161.536
50.092	161.930
50.203	162.126
50.314	162.518
50.425	162.912
50.536	163.109
50.647	163.502
50.758	163.699
50.869	164.092
50.980	164.485
51.091	164.682
51.202	165.075
51.313	165.271
51.424	165.665
51.535	166.058
51.646	166.254
51.757	166.647
51.868	167.041
51.979	167.237
52.090	167.630
52.201	167.827
52.312	168.219
52.423	168.613
52.534	168.810
52.645	169.203
52.756	169.399
52.867	169.793
52.978	170.186
53.089	170.382
53.200	170.774
53.311	171.169
53.422	171.365
53.533	171.758
53.644	171.955
53.755	172.348
53.866	172.741
53.977	172.938
54.088	173.331
54.199	173.528
54.310	173.921
54.421	174.314
54.532	174.511
54.643	174.904
54.754	175.297
54.865	175.494
54.976	175.887
55.087	176.084
55.198	176.476
55.309	176.870
55.420	177.067
55.531	177.460
55.642	177.854
55.753	178.050
55.864	178.444
55.975	178.640
56.086	179.034
56.197	179.427
56.308	179.624
56.419	180.017
56.530	180.411
56.641	180.607
56.752	181.001
56.863	181.197
56.974	181.591
57.085	181.984
57.196	182.181
57.307	182.575
57.418	182.771
57.529	183.165
57.640	183.558
57.751	183.755
57.862	184.149
57.973	184.345
58.084	184.739
58.195	185.133
58.306	185.329
58.417	185.723
58.528	186.117
58.639	186.313
58.750	186.707
58.861	186.904
58.972	187.298
59.083	187.691
59.194	187.888
59.305	188.282
59.416	188.479
59.527	188.873
59.638	189.266
59.749	189.463
59.860	189.857
59.971	190.054
60.082	190.448
60.193	190.842
60.304	191.039
60.415	191.433
60.526	191.630
60.637	192.024
60.748	192.418
60.859	192.615
60.970	193.009
61.081	193.403
61.192	193.600
61.303	193.994
61.414	194.191
61.525	194.585
61.636	194.980
61.747	195.177
61.858	195.571
61.969	195.768
62.080	196.162
62.191	196.557
62.302	196.754
62.413	197.148
62.524	197.345
62.635	197.740
62.746	198.134
62.857	198.332
62.968	198.726
63.079	199.121
63.190	199.318
63.301	199.712
63.412	199.910
63.523	200.304
63.634	200.699
63.745	200.896
63.856	201.291
63.967	201.488
64.078	201.883
64.189	202.278
64.300	202.475
64.411	202.870
64.522	203.068
64.633	203.463
64.744	203.858
64.855	204.055
64.966	204.450
65.077	204.648
65.188	205.043
65.299	205.438
65.410	205.635
65.521	206.030
65.632	206.228
65.743	206.623
65.854	207.019
65.965	207.216
66.076	207.612
66.187	207.809
66.298	208.205
66.409	208.600
66.520	208.798
66.631	209.193
66.742	209.391
66.853	209.787
66.964	209.985
67.075	210.380
67.186	210.776
67.297	210.974
67.408	211.370
67.519	211.765
67.630	211.963
67.741	212.359
67.852	212.557
67.963	212.953
68.074	213.349
68.185	213.547
68.296	213.943
68.407	214.339
68.518	214.537
68.629	214.934
68.740	215.132
68.851	215.528
68.962	215.726
69.073	216.122
69.184	216.519
69.295	216.717
69.406	217.114
69.517	217.312
69.628	217.708
69.739	218.105
69.850	218.303
69.961	218.700
70.072	218.898
70.183	219.295
70.294	219.494
70.405	219.890
70.516	220.287
70.627	220.486
70.738	220.883
70.849	221.081
70.960	221.478
71.071	221.876
71.182	222.074
71.293	222.471
71.404	222.869
71.515	223.067
71.626	223.465
71.737	223.663
71.848	224.061
71.959	224.260
72.070	224.657
72.181	225.055
72.292	225.254
72.403	225.651
72.514	225.850
72.625	226.248
72.736	226.447
72.847	226.845
72.958	227.243
73.069	227.442
73.180	227.840
73.291	228.039
73.402	228.437
73.513	228.835
73.624	229.035
73.735	229.433
73.846	229.632
73.957	230.031
74.068	230.429
74.179	230.628
74.290	231.027
74.401	231.226
74.512	231.625
74.623	232.024
74.734	232.223
74.845	232.622
74.956	232.821
75.067	233.220
75.178	233.420
75.289	233.819
75.400	234.019
75.511	234.418
75.622	234.817
75.733	235.017
75.844	235.416
75.955	235.616
76.066	236.015
76.177	236.215
76.288	236.615
76.399	237.014
76.510	237.214
76.621	237.614
76.732	238.014
76.843	238.214
76.954	238.614
77.065	238.814
77.176	239.214
77.287	239.414
77.398	239.814
77.509	240.214
77.620	240.415
77.731	240.815
77.842	241.015
77.953	241.416
78.064	241.616
78.175	242.017
78.286	242.217
78.397	242.618
78.508	243.019
78.619	243.219
78.730	243.620
78.841	244.021
78.952	244.222
79.063	244.623
79.174	244.824
79.285	245.225
79.396	245.426
79.507	245.827
79.618	246.028
79.729	246.429
79.840	246.630
79.951	247.032
80.062	247.434
80.173	247.635
80.284	248.036
80.395	248.237
80.506	248.640
80.617	249.042
80.728	249.243
80.839	249.645
80.950	249.846
81.061	250.249
81.172	250.450
81.283	250.853
81.394	251.054
81.505	251.456
81.616	251.859
81.727	252.061
81.838	252.464
81.949	252.665
82.060	253.068
82.171	253.270
82.282	253.673
82.393	254.076
82.504	254.278
82.615	254.681
82.726	254.883
82.837	255.287
82.948	255.488
83.059	255.892
83.170	256.094
83.281	256.498
83.392	256.700
83.503	257.104
83.614	257.508
83.725	257.710
83.836	258.114
83.947	258.317
84.058	258.721
84.169	259.126
84.280	259.328
84.391	259.733
84.502	259.935
84.613	260.340
84.724	260.542
84.835	260.947
84.946	261.150
85.057	261.555
85.168	261.758
85.279	262.163
85.390	262.366
85.501	262.771
85.612	263.177
85.723	263.380
85.834	263.785
85.945	263.988
86.056	264.394
86.167	264.597
86.278	265.003
86.389	265.206
86.500	265.612
86.611	265.816
86.722	266.222
86.833	266.629
86.944	266.832
87.055	267.239
87.166	267.442
87.277	267.849
87.388	268.052
87.499	268.459
87.610	268.663
87.721	269.070
87.832	269.274
87.943	269.681
88.054	269.885
88.165	270.292
88.276	270.700
88.387	270.904
88.498	271.312
88.609	271.516
88.720	271.924
88.831	272.128
88.942	272.536
89.053	272.740
89.164	273.148
89.275	273.353
89.386	273.761
89.497	274.170
89.608	274.374
89.719	274.783
89.830	274.988
89.941	275.397
90.052	275.601
90.163	276.011
90.274	276.215
90.385	276.625
90.496	276.829
90.607	277.239
90.718	277.444
90.829	277.854
90.940	278.059
91.051	278.469
91.162	278.674
91.273	279.084
91.384	279.289
91.495	279.699
91.606	280.110
91.717	280.315
91.828	280.726
91.939	280.931
92.050	281.342
92.161	281.548
92.272	281.959
92.383	282.164
92.494	282.576
92.605	282.782
92.716	283.193
92.827	283.399
92.938	283.811
93.049	284.016
93.160	284.428
93.271	284.634
93.382	285.046
93.493	285.253
93.604	285.665
93.715	285.871
93.826	286.284
93.937	286.490
94.048	286.903
94.159	287.109
94.270	287.522
94.381	287.729
94.492	288.142
94.603	288.349
94.714	288.762
94.825	288.969
94.936	289.382
95.047	289.589
95.158	290.003
95.269	290.210
95.380	290.624
95.491	290.831
95.602	291.245
95.713	0.000
95.824	0.000
95.935	0.000
96.046	0.000
96.157	0.000
96.268	0.000
96.379	0.000
96.490	0.000
96.601	0.000
96.712	0.000
96.823	0.000
96.934	0.000
97.045	0.000
97.156	0.000
97.267	0.000
97.378	0.000
97.489	0.000
97.600	0.000
97.711	0.000
97.822	0.000
97.933	0.000
98.044	0.000
98.155	0.000
98.266	0.000
98.377	0.000
98.488	0.000
98.599	0.000
98.710	0.000
98.821	0.000
98.932	0.000
99.043	0.000
99.154	0.000
99.265	0.000
99.376	0.000
99.487	0.000
99.598	0.000
99.709	0.000
99.820	0.000
99.931	0.000
100.042	0.000
100.153	0.000
100.264	0.000
100.375	0.000
100.486	0.000
100.597	0.000
100.708	0.000
100.819	0.000
100.930	0.000
101.041	0.000
101.152	0.000
101.263	0.000
101.374	0.000
101.485	0.000
101.596	0.000
101.707	0.000
101.818	0.000
101.929	0.000
102.040	0.000
102.151	0.000
102.262	0.000
102.373	0.000
102.484	0.000
102.595	0.000
102.706	0.000
102.817	0.000
102.929	0.000
103.039	0.000
103.150	0.000
103.261	0.000
103.372	0.000
103.483	0.000
103.594	0.000
103.705	0.000
103.816	0.000
103.927	0.000
104.038	0.000
104.149	0.000
104.260	0.000
104.371	0.000
104.483	0.000
104.593	0.000
104.704	0.000
104.815	0.000
104.926	0.000
105.037	0.000
105.148	0.000
105.259	0.000
105.370	0.000
105.481	0.000
105.592	0.000
105.703	0.000
105.814	0.000
105.925	0.000
106.036	0.000
106.147	0.000
106.258	0.000
106.369	0.000
106.480	0.000
106.591	0.000
106.702	0.000
106.813	0.000
106.924	0.000
107.035	0.000
107.146	0.000
107.257	0.000
107.368	0.000
107.479	0.000
107.590	0.000
107.701	0.000
107.812	0.000
107.923	0.000
108.034	0.000
108.145	0.000
108.256	0.000
108.367	0.000
108.478	0.000
108.589	0.000
108.700	0.000
108.811	0.000
108.922	0.000
109.033	0.000
109.144	0.000
109.255	0.000
109.366	0.000
109.477	0.000
109.588	0.000
109.699	0.000
109.810	0.000
109.921	0.000
110.032	0.000
110.143	0.000
110.254	0.000
110.365	0.000
110.476	0.000
110.587	0.000
110.698	0.000
110.809	0.000
110.920	0.000
