0,0.07011338029928811;
1,0.2099284026593873;
2,0.22889607524715053;
3,0.3962162949874926;
4,0.21301683293623835;
5,0.0348749768498696;
6,0.3393390575609309;
7,0.1318032598719943;
8,0.2911762030700246;
9,0.22220250171408745;
10,0.3841846751741689;
11,0.20461483339329797;
12,0.2258008676376673;
13,0.21687953287501924;
14,0.2000435238069;
15,0.33185966715973764;
16,0.18908166935126983;
17,0.39190122478451456;
18,0.19365790439553285;
19,0.342362925273865;
20,0.2342389742256845;
21,0.22160124935816025;
22,0.18384638953437663;
23,0.015254055776295652;
24,0.028928723352091772;
25,0.23125066052828563;
26,0.20293928936883102;
27,0.22225792624233634;
28,0.38127579016301655;
29,0.29461640405357803;
30,0.20778617425826518;
31,0.2900407772579465;
32,0.2257720236253893;
33,0.3714980665592442;
34,0.11206351206151968;
35,0.2299484848543686;
36,0.05480457635130062;
37,0.24100715609238496;
38,0.17079738312980344;
39,0.35179473211855905;
40,0.21104444648093085;
41,0.3932741390865153;
42,0.3185261507305206;
43,0.20232618356127705;
44,0.0982148537354126;
45,0.21148638707269404;
46,0.1711244263633766;
47,0.22911600049167943;
48,0.4436097584490021;
49,0.31760487123293707;
50,0.21878793579683678;
51,0.40133351563816466;
52,0.3849565025701866;
53,0.39118910291985776;
54,0.26921906043170774;
55,0.34889349854287205;
56,0.2676311033580574;
57,0.20412219218708386;
58,0.2880640316890145;
59,0.20917369175583703;
60,0.23144253418068114;
61,0.0811747881489545;
62,0.20456797065138188;
63,0.2991202817648013;
64,0.207075993458793;
65,0.37195247287330524;
66,0.21128342122036176;
67,0.03298816103088951;
68,0.1909026237592277;
69,0.3452890094980161;
70,0.3226385401389184;
71,0.19390658594148877;
72,0.20668816757788652;
73,0.19964516504536056;
74,0.25837338907913576;
75,0.20088067098021323;
76,0.22113374713591868;
77,0.2221676877420287;
78,0.2242468723785827;
79,0.22591092154984418;
80,0.20570862375839127;
81,0.20532868349287353;
82,0.1433067863441765;
83,0.24084137529709088;
84,0.19614951786553375;
85,0.28731940974286696;
86,0.19503768360195042;
87,0.39137111578825423;
88,0.20743626309303873;
89,0.15915007462845365;
90,0.21662189105169502;
91,0.21506425925793166;
92,0.2067235468188383;
93,0.21990014725855156;
94,0.17740556447540498;
95,0.21413851822879132;
96,0.2354762342047366;
97,0.22652413980619474;
98,0.20722862834745076;
99,0.30364077883251184;
100,0.21985417412869926;
101,0.21622703189454157;
102,0.21740556631576166;
103,0.16500649891843772;
104,0.20856017066012722;
105,0.23157885516065516;
106,0.2256134807771956;
107,0.3183729434423096;
108,0.22007708854416289;
109,0.23037828080887043;
110,0.32874660718189175;
111,0.2437754078204644;
112,0.2401402125755532;
113,0.019423425133883513;
114,0.09707777001153657;
115,0.23981253112797274;
116,0.21102772977607695;
117,0.22625489566723636;
118,0.3578428161574443;
119,0.2197798570819493;
120,0.19989658623063583;
121,0.2177308398552306;
122,0.2175235679912684;
123,0.3203851134408814;
124,0.2114836487545654;
125,0.3697287696049298;
126,0.19035282390717537;
127,0.20498233402661892;
128,0.2389428074153758;
129,0.2433861868554299;
130,0.11920445759753996;
131,0.2004568154564978;
132,0.23034796021381757;
133,0.36745228270830116;
134,0.06294992539966462;
135,0.17361938116516096;
136,0.23639488188487198;
137,0.18786039973198368;
138,0.029480806836709773;
139,0.22364380176966414;
140,0.19820417733813409;
141,0.22946307323451956;
142,0.2855079158104778;
143,0.11406062094566005;
144,0.0333068157277232;
145,0.33377801395424683;
146,0.22786996656496425;
147,0.22552454007716682;
148,0.407558897701438;
149,0.04952025595868573;
150,0.23614958552374377;
151,0.16532903137771002;
152,0.20734326263882952;
153,0.22059344771342382;
154,0.19863037235671488;
155,0.23221460010046974;
156,0.1960811247299365;
157,0.39828860519336606;
158,0.2189107913485618;
159,0.22716638369695996;
160,0.2573131462447845;
161,0.1983605186399979;
162,0.2250032009709031;
163,0.2148695334064797;
164,0.21693309255746943;
165,0.245163617659683;
166,0.36760748078144784;
167,0.2259754787335638;
168,0.29177633088005334;
169,0.0635012186933809;
170,0.19940933414603385;
171,0.2545863363555349;
172,0.21307665228570344;
173,0.026945898285751984;
174,0.1696795644787195;
175,0.3182343934730533;
176,0.09804082790212443;
177,0.2210219024582429;
178,0.3017355802588634;
179,0.21174838307636445;
180,0.18108715481311727;
181,0.21262961324393312;
182,0.2666702879032562;
183,0.24094914076716917;
184,0.11024934004834086;
185,0.2453562719517586;
186,0.21294732143589545;
187,0.20690794828327116;
188,0.0870040800780462;
189,0.27628603836562404;
190,0.08111602809464385;
