0,0.21800225947456345;
1,0.3036384981414703;
2,0.3085924424417586;
3,0.4903295032422099;
4,0.32066151364316553;
5,0.14423312354877435;
6,0.4212802376962853;
7,0.20778713204985527;
8,0.3786375934760882;
9,0.2924632549785883;
10,0.4600466918274001;
11,0.2949384804479739;
12,0.31503086304219946;
13,0.29632865430882077;
14,0.312576335445764;
15,0.4300143749811677;
16,0.27094668411691175;
17,0.4794054446650819;
18,0.31600345426662924;
19,0.41148816768977436;
20,0.29002083312188864;
21,0.28954608983397756;
22,0.2992587058868219;
23,0.15083754651711023;
24,0.1570348327510321;
25,0.33074368194562304;
26,0.2985145431561681;
27,0.3022074502105869;
28,0.487354262030187;
29,0.39341866812475124;
30,0.27877132139485494;
31,0.3797894926401184;
32,0.31180452639918843;
33,0.4811975355534209;
34,0.16899869115615337;
35,0.31583340130401444;
36,0.15813924986490274;
37,0.33539613056436934;
38,0.29917713308663374;
39,0.44507701207191475;
40,0.3554545248415647;
41,0.4650108072960362;
42,0.4155662773561287;
43,0.2958002932109083;
44,0.19945064638731694;
45,0.29330873244497746;
46,0.22866306901093286;
47,0.291846465025541;
48,0.5102280390075532;
49,0.40095398551667033;
50,0.3123919459697558;
51,0.4931031144772569;
52,0.46406978660612824;
53,0.46661494425059963;
54,0.37083042854251996;
55,0.4336316211034098;
56,0.3623689117448562;
57,0.3064401488003564;
58,0.39560376765235217;
59,0.2976064592739062;
60,0.29991896198737433;
61,0.1598235510817187;
62,0.28344268720371435;
63,0.38294922865699715;
64,0.30602408794522595;
65,0.43965664011374145;
66,0.29038781909894495;
67,0.12392866760219297;
68,0.2974189817315761;
69,0.4197206828857467;
70,0.35514634786260924;
71,0.3171157705805819;
72,0.3069990608272685;
73,0.29238325878085153;
74,0.34341583934457237;
75,0.2857479872874775;
76,0.2916473948908419;
77,0.29871093245495745;
78,0.31181918432137495;
79,0.3136931996114194;
80,0.29622212088098404;
81,0.31230490738475225;
82,0.24113135553302023;
83,0.31177001432614465;
84,0.2793158249906227;
85,0.34631412592743493;
86,0.31942435016287496;
87,0.44960066276346955;
88,0.30801789944790103;
89,0.2589248411608959;
90,0.2946939079902339;
91,0.3032558165240023;
92,0.3053375743302027;
93,0.30376427567110614;
94,0.263220912012757;
95,0.2997707621094429;
96,0.30059249541061134;
97,0.2915882545532412;
98,0.3381467172135371;
99,0.3916071647740173;
100,0.3383998596502816;
101,0.30387391432572425;
102,0.3348330932959953;
103,0.25953392221726507;
104,0.30255831514660614;
105,0.2907438665325134;
106,0.3114849045970564;
107,0.44024905817413384;
108,0.3138691728446516;
109,0.3246472280593536;
110,0.4223341835232891;
111,0.3123412721122609;
112,0.29923746634834264;
113,0.13845476719776303;
114,0.16187716701990554;
115,0.29314156474464415;
116,0.28063834838512636;
117,0.3031011036525759;
118,0.4309216251005809;
119,0.3023002638404203;
120,0.31386026524030775;
121,0.31365180228493034;
122,0.3111929485389017;
123,0.4145424054030986;
124,0.30274315319717704;
125,0.46753800188294464;
126,0.2950668880453615;
127,0.33588787174958024;
128,0.3157731147904669;
129,0.33136134580526677;
130,0.19498514728245117;
131,0.2827542241400024;
132,0.296480044413837;
133,0.48229924314479106;
134,0.1548054844430974;
135,0.2965728744852496;
136,0.33176951007675654;
137,0.2910404237409136;
138,0.1415329819734917;
139,0.3099138062399283;
140,0.29338614482036657;
141,0.3219411356878265;
142,0.395287523204709;
143,0.21728741970650192;
144,0.15360367072661724;
145,0.4370877884451284;
146,0.30720617126250077;
147,0.29571687962764676;
148,0.5445290861788086;
149,0.17248033110135602;
150,0.3196566899819763;
151,0.28987615368569586;
152,0.31755736254854594;
153,0.3211322185864971;
154,0.31766938426513885;
155,0.3053245035362184;
156,0.30613165488229344;
157,0.5094744682738154;
158,0.29316721159420556;
159,0.3270316543852494;
160,0.3564570976361153;
161,0.314084344141639;
162,0.2861367286496198;
163,0.30220940927296025;
164,0.309215911935203;
165,0.31418441948309855;
166,0.4454852616544052;
167,0.2905360991452374;
168,0.37023179894975516;
169,0.15711362529427678;
170,0.3108613045231927;
171,0.31842945637347325;
172,0.309120318958834;
173,0.13545711501206834;
174,0.26775942557261945;
175,0.40741802774174074;
176,0.16416399857246253;
177,0.29787418293935825;
178,0.35575692451829516;
179,0.3097915406006507;
180,0.2888955674171195;
181,0.31199850359378095;
182,0.35441780535959744;
183,0.33272399534773345;
184,0.2036626326156082;
185,0.34128177664582415;
186,0.3041741980450118;
187,0.30560606814538444;
188,0.18908099716135598;
189,0.32914043146530597;
190,0.15836156517186037;
191,0.2804119787626285;
192,0.4077655429212251;
193,0.38082012541407617;
194,0.2910765651932939;
195,0.2018488279127147;
196,0.3156576728176036;
197,0.2994400221559935;
198,0.16387281328402423;
199,0.27396914235819686;
200,0.3509858906916236;
201,0.29721826583996613;
202,0.42866895564706825;
203,0.4326769173287604;
204,0.21150073243686968;
205,0.31359228408921963;
206,0.282965531724206;
207,0.3099499047017314;
208,0.291409964250118;
209,0.2919373080980307;
210,0.29863165436906247;
211,0.2341767227536648;
212,0.31076117493639516;
213,0.322871365658561;
214,0.2875711186295504;
215,0.3045790229606861;
216,0.2941014798880627;
217,0.23300730256710978;
218,0.22242806054439165;
219,0.21317699418976557;
220,0.17661601601945442;
221,0.2972535528781376;
222,0.3222692506152218;
223,0.167795256854775;
224,0.3021233743955813;
225,0.14764620460160746;
226,0.29293583944364654;
227,0.28786934419982013;
228,0.1811372721178725;
229,0.29229930943413296;
230,0.3488108994602777;
231,0.2973822420929747;
232,0.28875907996249284;
233,0.3335161084898241;
234,0.35191403499958435;
235,0.5104265109884393;
236,0.42336476538366624;
237,0.3124429825298705;
238,0.28831163723299985;
239,0.24632521486012457;
240,0.2845785806276374;
241,0.2985203225065495;
242,0.3795446767728811;
243,0.14405221869953683;
244,0.30327170350265265;
245,0.22256113116458034;
246,0.31895268352427947;
247,0.3030840695138178;
248,0.28935397060211526;
249,0.3027121380446152;
250,0.296766261397331;
251,0.3091235185032175;
252,0.2972700220426146;
253,0.30137631434063744;
254,0.3198417995630361;
255,0.1958984911303953;
256,0.3206223154575031;
257,0.2904042716848329;
258,0.4819062348144158;
259,0.1409804389111096;
260,0.30118105699048753;
261,0.3172613981037725;
262,0.37667824512301507;
263,0.31808066473205404;
264,0.4575173893404914;
265,0.2929865143038131;
266,0.19614845651341314;
267,0.29911732799084034;
268,0.3613219094811831;
269,0.30185334139667436;
270,0.20189857204029432;
271,0.20016458212347782;
272,0.2986579050368259;
273,0.4278517282352641;
274,0.398662368177013;
275,0.10848276146030887;
276,0.36218983219947026;
277,0.13589554235288012;
278,0.32070323700793435;
279,0.23612173058850114;
280,0.29736875569954657;
281,0.27119021614240935;
282,0.3288730095553646;
283,0.29642329679047996;
284,0.30827935971167825;
285,0.27925662311485017;
286,0.2345500639289194;
