Motion Through Fluids Experiment Thu, Feb 15, 2024 10:47 AM
Time(sec)	Position(mm)
0.020	1.565
0.070	1.567
0.120	1.567
0.170	27.584
0.220	28.425
0.270	29.055
0.320	29.684
0.370	30.313
0.420	31.151
0.470	31.780
0.520	32.407
0.570	33.035
0.620	33.662
0.670	34.288
0.720	34.915
0.770	35.541
0.820	36.166
0.870	36.791
0.920	37.416
0.970	38.041
1.020	38.457
1.070	39.081
1.120	39.704
1.170	40.327
1.220	40.950
1.270	41.573
1.320	42.195
1.370	42.609
1.420	43.231
1.470	43.852
1.521	44.473
1.570	45.094
1.620	45.505
1.670	46.127
1.720	46.747
1.770	47.364
1.820	47.983
1.870	48.398
1.920	49.016
1.970	49.635
2.020	50.250
2.070	50.870
2.120	51.280
2.170	51.897
2.220	52.513
2.270	53.132
2.320	53.541
2.370	54.157
2.420	54.772
2.470	55.389
2.520	55.798
2.570	56.412
2.620	56.822
2.670	57.437
2.720	57.846
2.770	58.460
2.820	59.075
2.870	59.689
2.920	60.096
2.970	60.708
3.020	61.323
3.070	61.935
3.120	62.341
3.170	62.953
3.220	63.565
3.270	63.972
3.320	64.583
3.370	65.196
3.420	65.805
3.470	66.212
3.520	66.822
3.570	67.434
3.620	67.838
3.670	68.448
3.720	69.059
3.770	69.666
3.820	70.072
3.870	70.681
3.920	71.289
3.970	71.694
4.020	72.302
4.070	72.912
4.120	73.517
4.170	73.922
4.220	74.529
4.270	75.138
4.320	75.743
4.370	76.147
4.420	76.755
4.470	77.359
4.521	77.763
4.570	78.369
4.620	78.976
4.670	79.377
4.720	79.982
4.770	80.589
4.820	81.192
4.870	81.595
4.920	82.199
4.970	82.805
5.020	83.206
5.070	83.809
5.120	84.414
5.170	85.016
5.220	85.418
5.270	86.023
5.320	86.624
5.370	87.025
5.420	87.628
5.470	88.232
5.520	88.631
5.570	89.233
5.620	89.837
5.670	90.436
5.720	90.837
5.770	91.438
5.820	92.039
5.870	92.240
5.920	92.840
5.970	93.443
6.020	94.041
6.070	94.442
6.120	95.042
6.170	95.642
6.220	96.042
6.270	96.641
6.320	97.242
6.370	97.640
6.420	98.239
6.470	98.838
6.520	99.437
6.570	99.836
6.620	100.435
6.670	101.033
6.720	101.432
6.770	102.030
6.820	102.628
6.870	103.027
6.920	103.625
6.970	104.222
7.020	104.820
7.070	105.218
7.120	105.815
7.170	106.412
7.220	106.810
7.270	107.407
7.320	108.004
7.370	108.401
7.420	108.998
7.470	109.594
7.520	110.190
7.570	110.588
7.620	111.184
7.670	111.779
7.720	112.176
7.770	112.772
7.820	113.367
7.870	113.764
7.920	114.360
7.970	114.955
8.020	115.550
8.070	115.946
8.120	116.541
8.170	117.136
8.220	117.532
8.270	118.127
8.320	118.721
8.370	119.117
8.420	119.711
8.470	120.305
8.520	120.899
8.570	121.295
8.620	121.889
8.670	122.483
8.720	122.879
8.770	123.472
8.820	124.065
8.870	124.659
8.920	125.054
8.970	125.647
9.020	126.240
9.070	126.438
9.120	127.031
9.170	127.624
9.220	128.019
9.270	128.612
9.320	129.204
9.370	129.797
9.420	130.192
9.470	130.784
9.520	131.376
9.570	131.771
9.620	132.363
9.670	132.955
9.720	133.350
9.770	133.942
9.820	134.534
9.870	134.928
9.920	135.520
9.970	136.112
10.020	136.703
10.070	137.098
10.120	137.689
10.170	138.280
10.220	138.675
10.270	139.266
10.320	139.857
10.370	140.251
10.420	140.842
10.470	141.433
10.520	142.024
10.570	142.418
10.620	143.009
10.670	143.600
10.720	143.994
10.770	144.585
10.820	145.176
10.870	145.569
10.920	146.160
10.970	146.751
11.020	147.144
11.070	147.735
11.120	148.325
11.170	148.916
11.220	149.309
11.270	149.900
11.320	150.490
11.370	150.884
11.420	151.474
11.470	152.064
11.520	152.457
11.570	153.048
11.620	153.638
11.670	154.031
11.720	154.621
11.770	155.211
11.820	155.605
11.870	156.195
11.920	156.785
11.970	157.375
12.020	157.768
12.070	158.358
12.120	158.948
12.170	159.341
12.220	159.931
12.270	160.521
12.320	160.914
12.370	161.504
12.420	161.897
12.470	162.291
12.520	162.880
12.570	163.470
12.620	164.060
12.671	164.453
12.720	165.043
12.770	165.633
12.820	166.026
12.870	166.616
12.920	167.206
12.970	167.599
13.020	168.189
13.070	168.778
13.120	169.172
13.170	169.762
13.220	170.351
13.270	170.941
13.320	171.334
13.370	171.924
13.420	172.514
13.470	172.907
13.520	173.497
13.570	174.087
13.620	174.480
13.670	175.070
13.720	175.660
13.770	176.054
13.820	176.644
13.870	177.234
13.920	177.627
13.970	178.217
14.020	178.807
14.070	179.201
14.120	179.791
14.170	180.381
14.220	180.774
14.270	181.365
14.320	181.955
14.370	182.348
14.420	182.939
14.470	183.529
14.520	183.923
14.570	184.513
14.620	185.104
14.670	185.497
14.720	186.088
14.770	186.678
14.820	187.269
14.870	187.663
14.920	188.253
14.970	188.647
15.020	189.238
15.070	189.829
15.120	190.420
15.170	190.814
15.220	191.405
15.270	191.996
15.320	192.390
15.370	192.981
15.420	193.572
15.470	193.966
15.520	194.558
15.570	195.149
15.620	195.543
15.670	195.938
15.720	196.529
15.770	196.924
15.820	197.515
15.870	198.107
15.920	198.502
15.970	199.093
16.020	199.685
16.070	200.080
16.120	200.672
16.170	201.264
16.220	201.659
16.270	202.251
16.320	202.844
16.370	203.239
16.420	203.831
16.470	204.424
16.520	204.819
16.570	205.412
16.620	206.004
16.670	206.400
16.720	206.993
16.770	207.586
16.820	207.981
16.870	208.574
16.920	208.970
16.970	209.563
17.020	210.157
17.070	210.553
17.120	211.146
17.170	211.740
17.220	212.136
17.270	212.730
17.320	213.324
17.370	213.720
17.420	214.314
17.470	214.909
17.520	215.305
17.570	215.899
17.620	216.494
17.670	216.891
17.720	217.486
17.770	218.080
17.820	218.477
17.870	219.072
17.920	219.469
17.970	220.065
18.020	220.660
18.070	221.057
18.120	221.653
18.170	222.249
18.220	222.646
18.270	223.242
18.320	223.838
18.370	224.236
18.420	224.832
18.470	225.230
18.520	225.827
18.570	226.424
18.620	226.822
18.670	227.419
18.720	228.016
18.770	228.414
18.820	229.012
18.870	229.609
18.920	230.008
18.970	230.606
19.020	231.004
19.070	231.403
19.120	232.001
19.170	232.400
19.220	232.998
19.270	233.597
19.320	233.996
19.370	234.595
19.420	235.194
19.470	235.594
19.520	236.193
19.570	236.593
19.620	237.192
19.670	237.792
19.720	238.192
19.770	238.792
19.820	239.392
19.870	239.793
19.920	240.393
19.970	240.794
20.020	241.394
20.070	241.995
20.120	242.396
20.170	242.998
20.220	243.399
20.270	244.000
20.320	244.401
20.370	245.003
20.420	245.605
20.470	246.208
20.520	246.609
20.570	247.212
20.620	247.614
20.670	248.217
20.720	248.820
20.770	249.222
20.820	249.826
20.870	250.228
20.920	250.832
20.970	251.235
21.020	251.839
21.070	252.444
21.120	252.847
21.170	253.451
21.220	254.056
21.270	254.460
21.320	255.065
21.370	255.469
21.420	256.075
21.470	256.479
21.520	257.085
21.570	257.691
21.620	258.095
21.670	258.702
21.720	259.107
21.770	259.714
21.820	260.321
21.870	260.726
21.920	261.334
21.970	261.739
22.020	262.347
22.070	262.753
22.120	263.361
22.170	263.970
22.220	264.376
22.270	264.782
22.320	265.188
22.370	265.798
22.420	266.407
22.470	266.814
22.520	267.424
22.570	267.831
22.620	268.441
22.670	268.849
22.720	269.460
22.770	270.071
22.820	270.479
22.870	271.090
22.920	271.498
22.970	272.110
23.020	272.519
23.070	273.131
23.120	273.540
23.170	274.153
23.220	274.766
23.270	275.175
23.320	275.584
23.370	276.198
23.420	276.813
23.470	277.222
23.520	277.632
23.570	278.247
23.620	278.862
23.670	279.273
23.720	279.888
23.770	280.299
23.820	280.915
23.870	281.326
23.920	281.943
23.970	282.354
24.020	282.971
24.070	283.383
24.120	284.001
24.170	284.413
24.220	285.031
24.270	285.443
24.320	285.856
24.370	286.474
24.420	286.887
24.470	287.507
24.520	288.127
