Motion Through Fluids Experiment Thu, Feb 15, 2024 10:55 AM
Time(sec)	Position(mm)
0.047	7.513
0.097	6.656
0.147	6.875
0.197	36.456
0.247	37.289
0.297	38.538
0.347	39.371
0.397	40.617
0.447	41.655
0.497	42.483
0.547	43.518
0.597	44.554
0.647	45.588
0.697	46.621
0.747	47.446
0.797	48.478
0.847	49.302
0.897	50.331
0.947	51.362
0.997	52.390
1.047	53.210
1.097	54.238
1.147	55.057
1.197	56.084
1.247	57.108
1.297	58.131
1.347	58.949
1.397	59.971
1.447	60.787
1.497	61.809
1.547	62.828
1.597	63.441
1.647	64.459
1.697	65.274
1.747	66.291
1.797	67.104
1.847	68.120
1.897	69.136
1.947	69.947
1.997	70.960
2.047	71.975
2.097	72.785
2.147	73.797
2.197	74.810
2.247	75.618
2.297	76.628
2.347	77.436
2.397	78.445
2.447	79.251
2.497	80.260
2.547	81.268
2.597	82.074
2.647	83.080
2.697	84.086
2.747	84.892
2.797	85.895
2.847	86.901
2.897	87.703
2.947	88.706
2.997	89.509
3.047	90.511
3.097	91.312
3.147	92.314
3.197	93.114
3.247	94.116
3.297	95.115
3.347	95.915
3.397	96.914
3.447	97.914
3.497	98.711
3.547	99.709
3.597	100.508
3.647	101.504
3.697	102.301
3.747	103.298
3.797	104.294
3.847	105.091
3.897	106.085
3.947	106.881
3.997	107.875
4.047	108.869
4.097	109.666
4.147	110.658
4.197	111.453
4.247	112.445
4.297	113.438
4.347	114.230
4.397	115.222
4.447	116.016
4.497	117.006
4.547	117.998
4.597	118.789
4.647	119.780
4.697	120.571
4.747	121.561
4.797	122.354
4.847	122.947
4.897	123.935
4.947	124.924
4.997	125.714
5.047	126.702
5.097	127.494
5.147	128.480
5.197	129.272
5.247	130.258
5.297	131.245
5.347	132.034
5.397	133.021
5.447	133.811
5.497	134.796
5.547	135.586
5.597	136.571
5.647	137.556
5.697	138.345
5.747	139.330
5.797	140.119
5.847	141.103
5.897	141.892
5.947	142.876
5.997	143.860
6.047	144.648
6.097	145.632
6.147	146.419
6.197	147.403
6.247	148.192
6.297	149.174
6.347	150.158
6.397	150.945
6.447	151.929
6.497	152.715
6.547	153.699
6.597	154.485
6.647	155.469
6.697	156.256
6.747	157.238
6.797	158.222
6.847	159.008
6.897	159.991
6.947	160.777
6.997	161.760
7.047	162.546
7.097	163.529
7.147	164.315
7.197	165.298
7.247	166.084
7.297	167.067
7.347	168.051
7.397	168.836
7.447	169.820
7.497	170.605
7.547	171.589
7.597	172.374
7.647	173.357
7.697	174.144
7.747	175.127
7.797	176.110
7.847	176.896
7.897	177.880
7.947	178.666
7.997	179.651
8.047	180.436
8.097	181.421
8.147	182.207
8.197	182.797
8.247	183.782
8.297	184.568
8.347	185.553
8.397	186.339
8.447	187.324
8.497	188.111
8.547	189.096
8.597	189.882
8.647	190.868
8.697	191.655
8.747	192.641
8.797	193.428
8.847	194.414
8.897	195.201
8.947	196.188
8.997	197.173
9.047	197.963
9.097	198.752
9.147	199.738
9.197	200.526
9.247	201.514
9.297	202.501
9.347	203.290
9.397	204.278
9.447	205.068
9.497	205.858
9.547	206.846
9.597	207.636
9.647	208.625
9.697	209.415
9.747	210.405
9.797	211.195
9.848	212.186
9.897	212.976
9.947	213.968
9.997	214.759
10.047	215.750
10.097	216.542
10.147	217.534
10.197	218.327
10.247	219.319
10.297	220.112
10.347	221.105
10.397	221.898
10.447	222.694
10.497	223.687
10.547	224.481
10.597	225.475
10.647	226.271
10.697	227.266
10.747	228.062
10.797	229.058
10.847	229.854
10.897	230.652
10.947	231.647
10.997	232.445
11.047	233.442
11.097	234.240
11.147	235.239
11.197	236.037
11.247	236.837
11.297	237.836
11.347	238.636
11.397	239.637
11.447	240.436
11.497	241.037
11.547	241.839
11.597	242.840
11.647	243.642
11.697	244.645
11.747	245.447
11.797	246.251
11.847	247.254
11.897	248.058
11.947	249.064
11.997	249.867
12.047	250.672
12.097	251.679
12.147	252.485
12.197	253.291
12.247	254.299
12.297	255.106
12.347	255.913
12.397	256.721
12.447	257.731
12.497	258.540
12.547	259.551
12.597	260.360
12.647	261.170
12.697	261.981
12.747	262.793
12.797	263.806
12.847	263.603
12.897	264.618
12.947	265.227
12.997	266.449
13.047	266.854
13.097	267.867
13.147	268.682
13.197	269.908
13.247	270.513
13.297	272.141
13.347	272.958
13.397	273.168
13.447	274.394
13.497	275.615
13.547	276.433
13.597	276.642
13.647	278.277
13.697	278.904
13.747	279.720
13.797	280.540
13.847	281.363
13.897	282.396
13.947	283.008
13.997	284.036
14.047	284.860
14.097	285.896
14.147	286.717
