Motion Through Fluids Experiment Thu, Feb 15, 2024 10:49 AM
Time(sec)	Position(mm)
11.065	151.319
11.115	151.909
11.165	152.303
11.215	152.893
11.265	153.483
11.315	154.073
11.365	154.466
11.415	155.056
11.465	155.646
11.515	156.236
11.565	156.433
11.615	157.023
11.665	157.613
11.715	158.202
11.765	158.596
11.815	159.185
11.865	159.775
11.915	160.365
11.965	160.758
12.015	161.348
12.065	161.938
12.115	162.528
12.165	162.921
12.215	163.510
12.265	164.100
12.315	164.690
12.365	165.083
12.415	165.673
12.465	166.262
12.515	166.656
12.565	167.245
12.615	167.835
12.665	168.425
12.715	168.818
12.765	169.408
12.815	169.997
12.865	170.587
12.915	170.980
12.965	171.570
13.015	172.160
13.065	172.553
13.115	173.143
13.165	173.732
13.215	174.322
13.265	174.715
13.315	175.305
13.365	175.895
13.415	176.485
13.465	176.878
13.515	177.468
13.565	178.058
13.615	178.452
13.665	179.042
13.715	179.632
13.765	180.222
13.815	180.615
13.865	181.205
13.915	181.796
13.965	182.386
14.015	182.779
14.065	183.369
14.116	183.961
14.165	184.353
14.215	184.943
14.265	185.535
14.315	186.124
14.365	186.518
14.415	187.108
14.465	187.700
14.515	188.093
14.565	188.683
14.615	189.275
14.665	189.865
14.715	190.259
14.765	190.850
14.815	191.244
14.865	191.637
14.915	192.228
14.965	192.820
15.015	193.412
15.065	193.805
15.115	194.396
15.165	194.988
15.215	195.381
15.265	195.973
15.315	196.565
15.365	197.157
15.415	197.550
15.465	198.143
15.515	198.734
15.565	199.128
15.615	199.720
15.665	200.313
15.715	200.707
15.765	201.298
15.815	201.891
15.865	202.484
15.915	202.877
15.965	203.471
16.015	204.063
16.065	204.457
16.115	205.050
16.165	205.643
16.215	206.039
16.265	206.630
16.315	207.224
16.365	207.817
16.415	208.212
16.465	208.806
16.515	209.399
16.565	209.794
16.615	210.388
16.665	210.982
16.715	211.378
16.765	211.971
16.815	212.565
16.865	212.961
16.915	213.555
16.965	214.149
17.015	214.545
17.065	215.139
17.115	215.734
17.165	216.130
17.215	216.724
17.265	217.320
17.315	217.914
17.365	218.310
17.415	218.906
17.465	219.501
17.515	219.898
17.565	220.494
17.615	221.089
17.665	221.486
17.715	222.082
17.765	222.678
17.815	223.075
17.865	223.671
17.915	224.267
17.965	224.665
18.015	225.062
18.065	225.858
18.115	226.256
18.165	226.653
18.215	227.250
18.265	227.648
18.315	228.245
18.365	228.843
18.415	229.241
18.465	229.838
18.515	230.436
18.565	230.835
18.615	231.432
18.665	232.031
18.715	232.430
18.765	233.028
18.815	233.627
18.865	234.026
18.915	234.624
18.965	235.224
19.015	235.623
19.065	236.222
19.115	236.822
19.165	237.221
19.215	237.821
19.265	238.421
19.315	238.821
19.365	239.421
19.415	240.022
19.465	240.422
19.515	241.022
19.565	241.623
19.615	242.024
19.665	242.625
19.715	243.226
19.765	243.626
19.815	244.229
19.865	244.831
19.915	245.232
19.965	245.834
20.015	246.236
20.065	246.838
20.115	247.441
20.165	247.843
20.215	248.445
20.265	249.049
20.315	249.451
20.365	250.054
20.415	250.658
20.465	251.061
20.515	251.665
20.565	252.068
20.615	252.672
20.665	253.277
20.715	253.680
20.765	254.285
20.815	254.890
20.865	255.293
20.915	255.899
20.965	256.303
21.015	256.909
21.065	257.515
21.115	257.919
21.165	258.526
21.215	259.132
21.265	259.537
21.315	259.942
21.365	260.347
21.415	260.954
21.465	261.562
21.515	261.967
21.565	262.575
21.615	263.183
21.665	263.589
21.715	264.198
21.765	264.604
21.815	265.213
21.865	265.822
21.915	266.229
21.965	266.838
22.015	267.245
22.065	267.855
22.115	268.466
22.165	268.873
22.215	269.484
22.265	269.891
22.315	270.503
22.365	270.910
22.415	271.522
22.465	271.930
22.515	272.542
22.565	273.155
22.615	273.563
22.665	274.176
22.715	274.790
22.765	275.199
22.815	275.608
22.865	276.222
22.915	276.631
22.965	277.245
23.015	277.860
23.065	278.270
23.115	278.885
23.165	279.295
23.215	279.706
23.265	280.321
23.315	280.732
23.365	281.348
23.415	281.965
23.465	282.376
23.515	282.788
23.565	283.199
23.615	283.816
23.665	284.434
23.715	284.847
23.765	285.258
23.815	285.877
23.865	286.496
23.915	286.909
23.965	287.528
24.015	287.941
