Motion Through Fluids Experiment Thu, Feb 15, 2024 11:21 AM
Time(sec)	Position(mm)
0.008	2.675
0.059	2.675
0.108	2.673
0.158	2.669
0.208	2.453
0.258	2.239
0.308	2.239
0.358	2.478
0.408	1.191
0.458	6.490
0.508	6.705
0.558	25.942
0.608	30.142
0.658	34.738
0.708	39.109
0.758	43.670
0.808	48.210
0.858	52.943
0.908	57.658
0.958	62.356
1.008	67.040
1.058	71.909
1.108	76.767
1.158	81.409
1.208	86.238
1.258	91.056
1.308	95.862
1.358	100.659
1.408	105.245
1.458	110.020
1.508	114.787
1.558	119.744
1.608	124.495
1.658	129.240
1.708	133.981
1.758	138.716
1.808	143.448
1.858	148.177
1.908	152.904
1.958	157.430
2.008	162.152
2.058	166.872
2.108	171.592
2.158	176.509
2.208	181.231
2.258	185.955
2.308	190.682
2.358	195.415
2.408	199.954
2.458	204.696
2.508	209.245
2.558	213.800
2.608	218.559
2.658	223.127
2.708	227.900
2.758	232.485
2.808	237.278
2.858	242.081
2.908	246.696
2.958	251.522
3.008	256.361
3.058	261.216
3.108	266.085
3.158	270.768
3.208	275.464
3.258	280.383
3.308	285.116
3.358	289.865
3.409	0.000
3.458	0.000
3.508	0.000
3.558	0.000
3.608	0.000
3.658	0.000
3.708	0.000
