Motion Through Fluids Experiment Thu, Feb 15, 2024 11:28 AM
Time(sec)	Position(mm)
0.006	3.922
0.056	3.486
0.106	3.912
0.156	3.046
0.206	3.699
0.256	3.272
0.306	3.910
0.356	3.872
0.406	3.847
0.456	3.634
0.506	1.670
0.556	24.302
0.606	29.349
0.656	34.586
0.706	40.010
0.756	45.410
0.806	50.993
0.856	56.549
0.906	62.081
0.956	67.995
1.006	73.887
1.056	79.752
1.106	85.998
1.156	92.023
1.206	98.230
1.256	104.418
1.306	110.592
1.356	116.553
1.406	122.501
1.456	128.439
1.506	134.562
1.556	140.676
1.606	146.781
1.656	153.076
1.706	159.368
1.756	165.658
1.806	171.946
1.856	178.235
1.906	184.527
1.956	190.824
2.006	197.126
2.056	203.437
2.106	209.561
2.156	215.894
2.206	222.042
2.256	228.405
2.306	234.585
2.356	240.984
2.406	247.403
2.456	253.845
2.506	260.514
2.556	267.008
2.606	273.531
2.656	279.880
2.706	286.260
2.756	0.000
2.806	0.000
2.856	0.000
2.906	0.000
2.956	0.000
3.006	0.000
3.056	0.000
3.106	0.000
3.156	0.000
3.206	0.000
3.256	0.000
3.306	0.000
3.356	0.000
3.406	0.000
3.456	0.000
3.506	0.000
3.556	0.000
3.606	0.000
3.656	0.000
3.706	0.000
