Motion Through Fluids Experiment Thu, Feb 15, 2024 11:26 AM
Time(sec)	Position(mm)
0.011	3.686
0.061	3.684
0.111	3.678
0.161	3.676
0.211	3.457
0.261	3.241
0.311	5.013
0.361	3.935
0.411	3.071
0.461	1.346
0.511	17.640
0.561	21.453
0.611	25.884
0.661	30.082
0.711	34.470
0.761	38.213
0.811	42.358
0.861	46.695
0.911	51.219
0.961	56.355
1.011	61.671
1.061	65.139
1.111	70.430
1.161	75.295
1.211	80.551
1.261	85.790
1.311	91.010
1.361	96.416
1.411	101.805
1.461	107.181
1.511	112.345
1.561	117.500
1.611	122.648
1.661	128.183
1.711	133.710
1.761	139.234
1.811	144.752
1.861	150.266
1.911	155.777
1.961	161.287
2.011	166.990
2.061	172.496
2.111	178.200
2.161	183.905
2.211	189.615
2.261	195.329
2.311	201.049
2.361	206.777
2.411	212.514
2.461	218.262
2.511	224.220
2.561	229.992
2.611	235.779
2.661	241.782
2.711	247.601
2.761	253.439
2.811	259.296
2.861	264.973
2.911	270.875
2.961	276.597
3.011	282.550
3.061	288.118
3.111	0.000
3.161	0.000
3.211	0.000
3.261	0.000
3.311	0.000
3.361	0.000
3.411	0.000
3.461	0.000
3.511	0.000
3.561	0.000
3.611	0.000
3.661	0.000
3.711	0.000
