Motion Through Fluids Experiment Thu, Feb 15, 2024 11:27 AM
Time(sec)	Position(mm)
0.037	2.408
0.087	2.622
0.137	1.386
0.187	1.135
0.237	1.598
0.287	1.833
0.337	1.406
0.387	0.993
0.437	6.305
0.487	27.031
0.537	31.859
0.587	36.870
0.637	42.270
0.687	47.642
0.737	53.194
0.787	58.721
0.837	64.225
0.887	69.708
0.937	75.375
0.987	81.225
1.037	87.055
1.087	92.868
1.137	98.865
1.187	104.847
1.237	111.014
1.287	117.166
1.337	123.308
1.387	129.635
1.437	135.954
1.487	142.264
1.537	148.764
1.587	155.259
1.637	161.752
1.687	168.243
1.737	174.735
1.787	181.230
1.837	187.729
1.887	194.037
1.937	200.548
1.987	206.673
2.038	213.203
2.087	219.548
2.137	225.905
2.187	232.279
2.237	238.868
2.287	245.276
2.337	251.907
2.387	258.160
2.437	264.842
2.487	271.148
2.537	277.686
2.587	284.462
2.637	290.860
2.687	0.000
2.737	0.000
2.787	0.000
2.837	0.000
2.887	0.000
2.937	0.000
2.987	0.000
3.037	0.000
3.087	0.000
3.137	0.000
3.187	0.000
3.237	0.000
3.287	0.000
3.337	0.000
3.387	0.000
3.437	0.000
3.487	0.000
3.537	0.000
3.587	0.000
3.637	0.000
3.687	0.000
3.737	0.000
