Motion Through Fluids Experiment Thu, Feb 15, 2024 11:14 AM
Time(sec)	Position(mm)
0.011	0.000
0.061	0.000
0.111	61.948
0.161	0.000
0.211	0.000
0.261	0.000
0.311	77.576
0.361	81.402
0.411	85.433
0.461	89.041
0.511	93.049
0.561	97.049
0.611	101.043
0.661	104.831
0.711	108.811
0.761	112.784
0.811	116.750
0.861	120.713
0.911	124.868
0.961	128.624
1.011	132.770
1.061	136.717
1.111	140.265
1.161	144.204
1.211	148.339
1.261	152.275
1.311	156.208
1.361	159.943
1.411	164.073
1.461	168.004
1.511	170.559
1.561	174.492
1.611	178.425
1.661	182.359
1.711	186.296
1.761	190.234
1.811	193.979
1.861	197.922
1.911	201.671
1.961	205.424
2.011	209.180
2.061	213.138
2.111	216.904
2.161	220.672
2.211	224.646
2.261	228.426
2.311	232.213
2.361	236.204
2.411	239.804
2.461	243.811
2.511	247.624
2.561	251.850
2.611	255.682
2.661	0.000
2.711	0.000
2.761	0.000
2.811	0.000
2.861	0.000
2.911	0.000
2.961	0.000
3.011	0.000
3.061	0.000
3.111	0.000
3.161	0.000
3.211	0.000
3.262	0.000
3.311	0.000
3.361	0.000
3.411	0.000
3.461	0.000
3.511	0.000
3.561	0.000
3.611	0.000
3.661	0.000
3.711	0.000
3.761	0.000
3.811	0.000
3.861	0.000
3.911	0.000
3.961	0.000
4.011	0.000
4.061	0.000
4.111	0.000
4.161	0.000
4.211	0.000
4.261	0.000
4.311	0.000
4.361	0.000
4.411	0.000
4.461	0.000
